id,affil1
301,courant ny
302,ucla
303,almaden ibm
304,cse sydney wales
305,csiro ict
306,csiro ict nsw
307,patras
308,madison uw
309,cwi
310,amsterdam cwi
311,amsterdam cwi
312,amsterdam cwi
313,amsterdam cwi sj
314,amsterdam cwi kruislaan nl sj
315,amsterdam cwi gb kruislaan
316,amsterdam cwi gb kruislaan
317,box cwi gb microsoft one redmond wa way
318,amsterdam cwi sj
319,calabria della rende
320,di roma tre
321,basilicata della
322,amsterdam kruislaan nl
323,gr thessaloniki
324,box heights ibm ny watson yorktown
325,box heights ibm ny watson yorktown
326,oracle
327,artificial database intelligence technische wien
328,database eth federal swiss zurich
329,database oracle redwood
330,bangalore database indian
331,bangalore bell database hill india indian lucent mountain murray nj serc
332,bangalore database indian serc
333,bangalore database indian serc
334,bangalore database indian serc
335,database edu fl florida gainesville
336,darmstadt distributed
337,waterloo
338,ontario waterloo
339,di milano politecnico
340,deis
341,bologna cnr deis
342,calabria deis della rende
343,riverside ucr
344,riverside
345,indiana
346,building pennsylvania
347,dearborn mi michigan
348,dearborn mi michigan
349,dearborn michigan
350,fl florida gainesville
351,florida
352,pennsylvania philadelphia
353,catalonia
354,hong kong kowloon
355,ankara bilkent turkey
356,ankara bilkent turkey
357,kyungpook
358,middle technical turkey
359,electrical toronto
360,maryland
361,riverside scienceengineering
362,riverside scienceengineering
363,diego scienceengineering
364,advanced daejeon kaist
365,advanced kaist taejon
366,automation bangalore indian
367,automation technical
368,la
369,electrical toronto
370,riverside
371,arizona az tempe
372,arizona az tempe
373,riverside
374,alon box edu seattle wa washington
375,chinese hong kong
376,chinese hong kong territories
377,chinese hong kong territories
378,finland helsinki
379,bombay indian mumbai
380,bombay indian mumbai
381,mi michigan
382,buffalo ny york
383,chinese cse edu hk hong kong
384,hong kong kowloon
385,hong kong kowloon
386,ohio
387,pa park pennsylvania
388,commat cse edu lcub pa park pennsylvania
389,riverside ucr
390,diego
391,university
392,minneapolis minnesota
393,minneapolis minnesota mn
394,minneapolis minnesota
395,minnesota mn
396,minnesota
397,seattle washington
398,seattle wa washington
399,alon edu seattle wa washington
400,washington
401,seattle wa washington
402,dayton wright
403,roc taipei
404,hong kong
405,melbourne software
406,northeastern
407,advanced maryland park
408,maryland park
409,aalborg denmark st
410,aalborg denmark
411,aalborg denmark
412,aalborg denmark
413,aalborg denmark st
414,boston ma
415,boston
416,brandeis
417,brandeis ma waltham
418,brandeis
419,brandeis ma waltham
420,brown
421,brown providence ri
422,brown
423,carnegie mellon pittsburgh
424,advanced automation maryland
425,hong kong kowloon
426,hong kong
427,hong kong kowloon tong
428,hong kong kowloon
429,cornell
430,darmstadt
431,carlos paulo statistics
432,duke
433,duke durham nc
434,fudan
435,computing tokyo
436,harbin
437,hong kong
438,bay clear hong kong water
439,bay clear hk hong kong kowloon water
440,bay hong kong
441,hong kong
442,hong kong kowloon
443,advanced edu maryland md park umd
444,advanced daejeon kaist
445,nj
446,roc taipei
447,hsinchu roc
448,hsinchu roc
449,university
450,drive
451,drive
452,drive edu nus
453,university
454,university
455,university
456,purdue
457,in lafayette purdue
458,lafayette purdue
459,edu marcos texas tx
460,stanford
461,stanford
462,brook ny stony york
463,binghamton suny
464,eth ethz federal rich swiss zentrum
465,haifa technion
466,tokyo
467,arizona az
468,arizona az tucson
469,british columbia
470,bc british columbia vancouver
471,british columbia vancouver
472,calgary
473,calgary
474,davis
475,barbara santa
476,cruz santa
477,angeles edu lcub los ucla
478,riverside
479,barbara santa
480,barbara santa
481,chile
482,finland helsinki
483,finland helsinki
484,hong kong
485,hong kong
486,hong kong
487,chicago illinois
488,chicago illinois
489,champaign il illinois urbana
490,champaign il illinois urbana
491,magdeburg
492,magdeburg
493,maryland
494,maryland park
495,maryland
496,amherst ma massachusetts
497,massachusetts
498,minneapolis minnesota mn
499,pittsburgh
500,pittsburgh
501,angeles los southern
502,angeles los southern
503,portland southern
504,dallas richardson texas tx
505,toronto
506,king m5s on toronto
507,m5s toronto
508,toronto
509,toronto
510,m5s toronto
511,edu toronto
512,on toronto
513,ontario waterloo
514,commat dayton edu lcub madison wi wisconsin
515,edu va virginia vt
516,va virginia
517,virginia
518,ks wichita
519,ma polytechnic worcester
520,polytechnic worcester
521,ma polytechnic worcester
522,dayton oh wright
523,zhejiang
524,in lafayette purdue
525,edu in lafayette purdue
526,purdue
527,in lafayette purdue
528,in lafayette purdue
529,in lafayette purdue
530,indiana lafayette purdue
531,lafayette purdue
532,lafayette purdue
533,madison wisconsin
534,dayton madison wi wisconsin
535,madison wisconsin
536,madison wi wisconsin
537,ma polytechnic worcester
538,alberta computing
539,alberta computing edmonton
540,ac commat computing lcub
541,champaign computing edu il illinois uiuc urbana
542,ethz rich
543,university
544,portland
545,cambridge electrical ma
546,electrical
547,electrical michigan
548,ann arbor electrical mi michigan
549,ann arbor electrical michigan
550,ann arbor electrical michigan
551,electrical ontario toronto
552,electrical toronto
553,carnegie electrical mellon
554,case cleveland electrical reserve western
555,electrical
556,electrical michigan
557,ann arbor electrical mi michigan
558,berkeley electrical
559,electrical roc
560,electrical roc taipei
561,athens gr hellas technical
562,academia sinica taipei
563,athens informatics telecommunications
564,commat gr informatics lcub thessaloniki
565,athens business economics gr hellas informatics
566,communication trento
567,roc
568,irvine
569,edu fairfax george mason software virginia
570,george mason software
571,kaohsiung sen sun yat
572,academia atlanta emory ga mathematics sinica taipei
573,mannheim mathematics
574,marburg mathematics
575,marburg mathematics
576,cambridge ma massachusetts
577,carnegie mellon pa pittsburgh statistics
578,carnegie mellon statistics
579,pa park pennsylvania statistics
580,chinese hong kong
581,chinese edu hk hong kong shatin
582,chinese hong kong
583,amherst ma massachusetts
584,berkeley electrical uc
585,carlos de paulo sp universidade
586,nj
587,scienceengineering seattle wa washington
588,bombay engg
589,chinese hong kong territories
590,bay clear hong kong water
591,diego jolla la
592,cornell
593,duke durham nc
594,hong kong
595,binghamton ny suny
596,hong kong
597,chicago il illinois
598,uiuc
599,chicago il illinois
600,kingdom manchester united
601,arizona az tucson
602,champaign illinois urbana
603,maryland
604,toronto
605,waterloo
606,binghamton ny suny
607,chicago il illinois
608,athens electrical technical
609,advanced electrical kaist
610,george mason software
611,athens hellas informatics telecommunications
612,irvine
613,cornell
614,baltimore hopkins johns md
615,chinese hong kong
616,roma tre
617,di
618,calabria
619,di informatica torino
620,da di dipartimento elet elettronica informazione it leonardo milan milano piazza polimi politecnico vinci
621,di dipartimento informatica la roma sapienza sistemistica
622,di dipartimento informatica la roma sapienza sistemistica via
623,degli di dipartimento studi universita
624,comelico degli di dipartimento dsi informazione it milano studi via
625,communication distributed epfl lausanne
626,carolina mathematical nc
627,advanced
628,chesnay de domaine inria le voluceau
629,dortmund
630,dresden technical
631,dresden
632,database dresden
633,database dresden
634,dresden
635,dresden software
636,drexel
637,comelico di dsi milano via
638,comelico di dsi milano via
639,di dsi milano
640,duke
641,duke durham nc
642,duke durham nc
643,carolina duke durham
644,csiro ict
645,de ecole paris telecommunications
646,cole de paris
647,de ecole lausanne polytechnique
648,de ecole lausanne polytechnique
649,de ecole epfl lausanne polytechnique rale
650,cole de lausanne polytechnique rale
651,cole de lausanne polytechnique rale
652,berkeley electrical uc
653,berkeley electrical
654,electrical ma
655,berkeley electrical uc
656,case cleveland electrical ohio reserve western
657,berkeley electrical uc
658,technical
659,ann arbor electrical mi michigan
660,ann arbor electrical michigan
661,electrical roc taipei
662,electrical roc taipei
663,electronics gu lg seoul
664,agricultural sp
665,atlanta emory ga
666,epfl
667,epfl lausanne
668,epfl
669,alto palo
670,eth zurich
671,ch eth zurich
672,ch eth rich
673,eth zurich
674,eth zurich
675,eth zurich
676,eth zurich
677,cern european geneva nuclear organization
678,alto palo
679,informatik marburg mathematik und
680,madison wisconsin
681,bolzano bozen free
682,enschede twente
683,hagen mathematics
684,informatik mannheim mathematik und
685,hagen
686,fernuniversit hagen
687,florida international
688,fl florida international miami
689,fl florida international miami
690,fl florida international miami park
691,fl florida tallahassee
692,fl florida tallahassee
693,florida tallahassee
694,informatik karlsruhe
695,rd telecom
696,bolzano bozen free
697,bolzano bozen free
698,bolzano bozen free
699,bolzano bozen free
700,fudan
701,fudan
702,fudan shanghai
703,fairfax george mason va
704,george mason
705,fairfax george mason va
706,fairfax george mason virginia
707,fairfax george mason vt
708,george washington
709,george washington
710,georgia
711,atlanta ga georgia
712,atlanta ga georgia
713,atlanta ga georgia
714,computing georgia
715,atlanta ga georgia
716,georgia
717,alto palo
718,computing tokyo
719,google
720,google
721,google mountain view
722,google mountain view
723,google mountain view
724,google mountain view
725,google mountain view
726,google
727,google mountain view
728,google mountain view
729,google mountain view
730,google ny york
731,google mountain view
732,mateo
733,haifa
734,haifa
735,haifa
736,harbin
737,harbin
738,harbin
739,harbin
740,institut
741,institut
742,hebrew
743,hebrew jerusalem
744,hebrew jerusalem
745,helixense pte
746,helixense pte
747,finland helsinki
748,alto hewlett packard palo
749,alto hewlett packard palo
750,alto hewlett packard palo
751,alto hewlett packard palo
752,hewlett houston packard tx
753,hewlett houston packard tx
754,alto hewlett packard palo
755,alto hewlett packard palo
756,hewlett packard
757,alto hewlett packard palo
758,alto hewlett packard palo
759,llc
760,llc
761,hkust
762,bay clear hkust hong kong water
763,hkust hong kong
764,baptist hong kong
765,baptist hong kong
766,hong kong polytechnic
767,hong kong kowloon polytechnic
768,hong kong
769,hong kong
770,hong kong
771,hong kong
772,hong kong
773,bay clear hong kong water
774,bay clear hong kong kowloon water
775,hong kong
776,hong kong
777,hong kong
778,hong kong kowloon
779,hong kong
780,alto hp palo
781,alto hp palo
782,alto hp palo
783,alto hp palo
784,hong kong
785,berlin humboldt zu
786,humboldt und
787,berlin humboldt zu
788,berlin humboldt zu
789,berlin humboldt zu
790,berlin humboldt zu
791,berlin humboldt zu
792,ag
793,ag
794,bombay
795,cedex rocquencourt
796,commat fr inria lcub rocquencourt
797,ibm
798,almaden ibm
799,almaden ibm jose
800,almaden ibm
801,almaden ibm
802,almaden ibm jose
803,almaden harry ibm jose
804,almaden com cornell edu harry ibm jose
805,almaden ibm
806,almaden ibm jose
807,almaden ibm jose
808,almaden ibm jose
809,almaden ibm jose
810,almaden ibm jose
811,almaden ibm jose
812,almaden ibm jose
813,almaden ibm
814,almaden ibm jose
815,almaden ibm
816,almaden ibm
817,almaden ibm jose
818,almaden ibm jose
819,almaden ibm jose
820,blingen boeblingen ibm
821,boeblingen ibm
822,ibm ontario toronto
823,ibm on toronto
824,beijing ibm
825,ibm
826,beijing ibm
827,beijing ibm
828,ibm jose
829,austin database ibm tx
830,blingen ibm
831,blingen ibm
832,ibm
833,boeblingen ibm
834,ibm
835,haifa ibm
836,haifa ibm
837,ibm
838,delhi ibm
839,ibm
840,delhi ibm
841,ibm indian
842,ibm portland
843,ibm
844,haifa ibm
845,haifa ibm
846,delhi ibm
847,heights ibm ny yorktown
848,ibm jose
849,ibm silicon valley
850,ibm jose silicon valley
851,ibm jose silicon valley
852,ibm jose silicon valley
853,ibm silicon valley
854,ibm jose silicon valley
855,ibm silicon valley
856,ibm jose silicon valley
857,ibm jose silicon valley
858,ibm silicon valley
859,ibm silicon valley
860,ibm jose valley
861,ibm software
862,ibm software
863,ibm software
864,bangalore ibm software
865,ibm watson
866,ibm watson
867,ibm ny watson
868,hawthorne ibm ny watson
869,hawthorne ibm watson york
870,hawthorne ibm ny watson
871,hawthorne ibm ny watson
872,box heights ibm ny watson yorktown
873,hawthorne ibm ny watson
874,ibm ny watson
875,heights ibm ny watson yorktown
876,heights ibm ny watson yorktown
877,ibm ny watson yorktown
878,hawthorne ibm ny watson
879,ibm watson
880,ibm watson
881,hawthorne ibm ny watson
882,hawthorne ibm watson york
883,hawthorne ibm ny watson
884,hawthorne ibm watson
885,ibm watson york
886,ibm watson
887,heights ibm ny watson yorktown
888,heights ibm watson yorktown
889,hawthorne ibm ny watson
890,heights ibm watson yorktown
891,hawthorne ibm ny watson
892,hawthorne ibm ny watson
893,hawthorne ibm ny thomas watson
894,hawthorne ibm ny thomas watson
895,ibm thomas watson yorktown
896,ibm watson
897,ibm tokyo
898,ibm tokyo
899,ibm toronto
900,development ibm markham on toronto
901,development ibm markham on toronto
902,development ibm on toronto
903,ibm toronto
904,ibm markham on toronto
905,ibm markham on toronto
906,ibm markham ontario toronto
907,ibm toronto
908,ibm on toronto
909,ibm toronto
910,ibm markham ontario toronto
911,ibm toronto
912,ibm markham ontario toronto
913,ibm markham ontario toronto
914,ibm markham ontario software toronto
915,ibm markham ontario software toronto
916,ibm watson
917,ibm watson
918,hawthorne ibm ny watson
919,hawthorne ibm ny watson
920,ibm software
921,beijing ibm
922,hawthorne ibm
923,ibm jose
924,ibm jose
925,ibm jose
926,ibm toronto
927,cnr icar rende
928,cnr icar
929,cnr icar
930,cnr icar rende
931,bombay iit
932,bombay iit
933,bombay iit
934,bombay iit
935,bombay iit
936,bangalore indian
937,bombay indian
938,bombay indian mumbai
939,indian mumbai
940,bombay indian mumbai
941,bombay indian
942,bombay indian
943,ac bombay indian it
944,bombay indian mumbai
945,indian mumbai
946,delhi indian
947,bloomington indiana
948,bloomington in indiana
949,infobright
950,infobright
951,infobright toronto
952,infobright
953,box infolab le nl
954,infolab le
955,software
956,agricultural athens informatics
957,aachen informatik rwth
958,asia beijing microsoft
959,beijing renmin
960,del marina rey southern
961,southern
962,del marina rey usc
963,bell hill mountain murray nj
964,bell hill murray nj
965,baltimore maryland
966,electronics lg
967,informix los software
968,informix los software
969,informix park
970,inria
971,inria rocquencourt
972,cnam inria
973,futurs inria
974,futurs inria
975,inria
976,inria rocquencourt
977,chesnay inria le rocquencourt
978,chesnay de domaine inria le rocquencourt voluceau
979,inria rocquencourt
980,chesnay inria le rocquencourt
981,bp cedex chesnay inria le
982,fr inria
983,cedex futurs inria orsay
984,inria orsay
985,cedex chesnay inria le rocquencourt
986,bp chesnay inria le
987,bp cedex chesnay de domaine inria le voluceau
988,inria
989,inria nantes
990,cedex inria orsay
991,aviv
992,institut nchen tu
993,informatik institut nchen
994,informatik institut munich technical
995,informatik institut nchen tu
996,freiburg informatik institut
997,bingen informatik institut
998,com institut paris
999,karlsruhe
1000,advanced maryland park
1001,munich nchen
1002,munich
1003,karlsruhe
1004,athens communication electrical hellas technical
1005,athens communication electrical technical
1006,athens communication electrical hellas technical
1007,edu
1008,box
1009,augsburg
1010,beijing chinese computing graduate
1011,computing sp
1012,tokyo
1013,ku tokyo
1014,edu
1015,academia sinica taipei
1016,academia sinica taipei
1017,eth zurich
1018,eth zurich
1019,berlin de economics humboldt
1020,distributed stuttgart
1021,berlin de humboldt informatics
1022,beijing chinese
1023,enschede technical twente
1024,de do federal rio universidade
1025,corporate princeton siemens
1026,angeles los southern
1027,intel
1028,clara intel santa
1029,berkeley intel
1030,berkeley intel
1031,berkeley intel
1032,intel pittsburgh
1033,intel pa pittsburgh
1034,intel pa pittsburgh
1035,berkeley intel
1036,berkeley intel
1037,berkeley intel
1038,intel pa pennsylvania pittsburgh
1039,international
1040,amsterdam
1041,amsterdam
1042,cnr isti pisa
1043,irvine uc
1044,advanced
1045,advanced
1046,advanced
1047,hopkins johns
1048,baltimore hopkins johns md
1049,kaist
1050,kaist taejon
1051,berlin
1052,kent oh
1053,kent oh
1054,beijing renmin republic
1055,clara santa
1056,king
1057,king
1058,advanced
1059,advanced daejeon kaist
1060,advanced daejeon kaist
1061,advanced kaist taejon
1062,advanced kaist taejon
1063,advanced daejeon gu
1064,advanced daejeon
1065,advanced daejeon
1066,advanced taejon
1067,advanced gu taejon
1068,informatics ku
1069,ku
1070,kyungpook
1071,kyungpook republic
1072,l3s
1073,hannover l3s
1074,hannover l3s
1075,la
1076,de en paris sud
1077,clermont ferrand isima laboratoire limos
1078,edinburgh informatics
1079,edinburgh
1080,dauphine paris
1081,athens distributed ga georgia
1082,athens distributed edu ga georgia
1083,berkeley
1084,berkeley
1085,cken lehrstuhl saarbr
1086,informatik lehrstuhl mannheim
1087,fernuniversit hagen lg
1088,electronics gu lg seoul
1089,blaise limos pascal
1090,cambridge ma massachusetts
1091,inria
1092,lri paris sud
1093,lri orsay paris sud
1094,bell engg hill india lucent mountain mumbai murray nj
1095,bell hill lucent murray nj
1096,bell hill lucent murray nj
1097,bell lucent
1098,bell lucent
1099,bell hill lucent murray nj
1100,bell lucent
1101,hill lucent murray nj
1102,munich
1103,i m t
1104,i m t
1105,haifa
1106,halle
1107,massachusetts
1108,cambridge ma massachusetts
1109,cambridge ma massachusetts
1110,ma massachusetts
1111,boeing phantom seattle washington works
1112,boeing com computing mathematics phantom washington works
1113,cken informatik institut max planck saarbr
1114,campus cken informatics max planck saarbr
1115,cken informatics max planck saarbr
1116,max planck saarbruecken
1117,cken max planck saarbr
1118,max planck saarbruecken
1119,cken informatics max planck saarbr
1120,informatics max planck saarbruecken
1121,max planck saarbruecken
1122,cken informatik institut max planck saarbr
1123,informatik institut max planck
1124,cken informatik institut max planck saarbr
1125,mcgill
1126,mcgill
1127,mcgill
1128,mi michigan
1129,intel
1130,microsoft
1131,intelligence microsoft
1132,microsoft redmond
1133,microsoft
1134,microsoft one redmond wa way
1135,microsoft redmond wa
1136,microsoft redmond wa
1137,microsoft
1138,microsoft one redmond wa way
1139,com microsoft one redmond wa way
1140,microsoft one redmond washington way
1141,microsoft redmond
1142,microsoft redmond
1143,microsoft redmond wa
1144,microsoft redmond wa
1145,microsoft
1146,microsoft
1147,asia microsoft
1148,asia beijing microsoft
1149,bangalore microsoft
1150,microsoft one wa way
1151,microsoft one redmond wa way
1152,microsoft redmond wa
1153,microsoft mountain silicon valley view
1154,francisco microsoft st suite
1155,cambridge microsoft
1156,cambridge kingdom microsoft united
1157,microsoft mountain view
1158,microsoft mountain view
1159,microsoft mountain view
1160,microsoft one redmond wa way
1161,microsoft one redmond wa way
1162,microsoft one redmond wa
1163,microsoft redmond
1164,microsoft redmond wa
1165,microsoft redmond
1166,microsoft redmond wa
1167,com microsoft redmond wa
1168,microsoft redmond wa
1169,microsoft redmond wa washington
1170,francisco microsoft
1171,microsoft
1172,microsoft mountain search view
1173,microsoft mountain search view
1174,microsoft mountain search view
1175,microsoft server
1176,microsoft one redmond server wa way
1177,microsoft redmond wa
1178,microsoft redmond wa
1179,microsoft
1180,middle technical
1181,ankara middle technical
1182,bangalore
1183,mit
1184,artificial cambridge csail intelligence ma mit
1185,artificial cambridge intelligence ma mit
1186,csail mit
1187,cambridge csail ma mit
1188,cambridge csail ma mit
1189,boston ma mit
1190,cambridge ma mit
1191,cambridge ma mit
1192,cambridge mit
1193,mitre
1194,nj
1195,il
1196,informatik saarbruecken
1197,rutgers
1198,nanyang technological
1199,nanyang technological
1200,nanyang technological
1201,nara
1202,ac commat nara
1203,nara
1204,nasa
1205,nasa
1206,md nasa space
1207,university
1208,computing
1209,diego
1210,ict nsw park
1211,taipei
1212,athens gr technical
1213,athens technical
1214,almaden athens ibm jose technical
1215,hsinchu roc
1216,university
1217,university
1218,republic
1219,university
1220,university
1221,kent
1222,university
1223,university
1224,university
1225,development ncr
1226,development diego ncr teradata
1227,ncr
1228,diego ncr
1229,america nec nj princeton
1230,america cupertino nec
1231,america cupertino nec
1232,america cupertino nec
1233,america nec
1234,nec nj princeton
1235,nec nj princeton
1236,jose nec
1237,jersey
1238,jersey
1239,jersey newark
1240,york
1241,york
1242,ny york
1243,ny york
1244,ny york
1245,melbourne nicta software victoria
1246,melbourne nicta
1247,carolina
1248,carolina nc
1249,carolina
1250,northeastern
1251,boston northeastern
1252,boston ma northeastern
1253,northeastern
1254,northeastern
1255,il
1256,cyber ntt
1257,cyber ntt space
1258,cyber kanagawa ntt space
1259,cyber kanagawa ntt space
1260,cyber kanagawa ntt space
1261,nus
1262,nus
1263,ogi oregon scienceengineering
1264,ogi
1265,ohio
1266,columbus oh ohio
1267,ogi
1268,microsoft one redmond wa way
1269,oracle
1270,oracle
1271,oracle redwood shores
1272,oracle
1273,oracle
1274,oracle redwood shores
1275,oracle
1276,oracle
1277,oracle
1278,nashua nh oracle
1279,nashua nh oracle
1280,nashua nh oracle
1281,nashua nh oracle
1282,development nashua nh one oracle
1283,com drive nashua nh one oracle
1284,oracle redwood shores
1285,oracle redwood
1286,oracle redwood
1287,oracle redwood shores
1288,oracle redwood shores
1289,oracle redwood shores
1290,oracle redwood shores
1291,oracle
1292,oracle redwood shores
1293,oracle redwood shores
1294,nashua nh oracle
1295,oracle redwood
1296,oracle redwood
1297,oracle redwood shores
1298,nashua nh oracle
1299,nashua nh oracle
1300,drive nashua nh one oracle
1301,oracle redwood shores
1302,oracle redwood shores
1303,oracle redwood
1304,oracle st
1305,box cse graduate oregon portland
1306,graduate oregon
1307,oxford
1308,oxford
1309,kingdom oxford united
1310,oxford united
1311,beijing
1312,pennsylvania
1313,pa pennsylvania
1314,pa park pennsylvania
1315,park pennsylvania
1316,pa park pennsylvania
1317,persistent pune
1318,persistent pune
1319,persistent pune
1320,marburg philipps
1321,marburg philipps
1322,marburg philipps
1323,marburg philipps
1324,da leonardo milano piazza vinci
1325,kdd pisa
1326,cnr isti kdd pisa
1327,cnr isti kdd pisa
1328,pohang
1329,gyungbuk pohang
1330,di milano politecnico
1331,da di dipartimento elet elettronica informazione it milano piazza polimi politecnico vinci
1332,barbara da di dipartimento elettronica informazione it leonardo milano piazza polimi politecnico vinci
1333,di milan milano politecnico
1334,di milano politecnico
1335,di elet it milano polimi politecnico
1336,da di leonardo milano piazza politecnico vinci
1337,di politecnico torino
1338,di politecnico torino
1339,polytechnic york
1340,polytechnic
1341,chile de universidad
1342,chile de universidad
1343,portland
1344,or portland
1345,or portland
1346,or portland
1347,fernuniversit hagen informatik it
1348,princeton
1349,nj princeton
1350,nj princeton
1351,prism versailles
1352,prism versailles
1353,irvine
1354,irvine
1355,pune
1356,ag sap walldorf
1357,chile
1358,purdue
1359,in lafayette purdue
1360,in lafayette purdue
1361,purdue
1362,lafayette purdue
1363,in lafayette purdue
1364,in lafayette purdue
1365,indiana lafayette purdue
1366,lafayette purdue
1367,london mary
1368,informatics patras rio
1369,athens
1370,renmin
1371,beijing renmin
1372,polytechnic york
1373,ny polytechnic
1374,ncr
1375,melbourne rmit
1376,rmit victoria
1377,business maryland md park
1378,carnegie mellon
