id,affil1
153,"Cedric, CNAM, Paris, France"
154,"Cedric/CNAM Paris, France; e-mail: vodislav&commat;cnam.fr"
155,"Center for Adv. Compu. Studies, Univ. of Louisiana at Lafayette, Lafayette, LA"
156,"Center for Advanced Computer Studies, University of Illinois at Chicago, USA"
157,"Center for Comprehensive Informatics, Emory University, Atlanta, USA 30322"
158,"Center for Research in Biological System, University of California, San Diego, CA"
159,"Centrum voor Wiskunde en Informatica, Amsterdam, the Netherlands"
160,"Centrum voor Wiskunde en Informatica, Kruislaan 413, 1098 SJ, Amsterdam, The Netherlands"
161,"Centrum voor Wiskunde en Informatica, SJ Amsterdam, The Netherlands"
162,"Centrum Wiskunde en Informatica, Amsterdam, Netherlands"
163,"CERIA Lab., Universit�� Paris Dauphine, France"
164,"CERIAS and Department of Computer Science, Purdue University, West Lafayette, USA"
165,CERN
166,"CES Dept., UC Riverside"
167,Chinese Academy of Sciences
168,"Chinese Academy of Sciences, Beijing, China"
169,"Chinese Academy of Sciences, China"
170,Chinese University of Hong Kong
171,"Chinese university of Hong Kong, Hong Kong, China"
172,"Chinese University of Hong Kong, Hong Kong, Hong Kong"
173,"Chinese University of Hong Kong, New Territories, Hong Kong"
174,"Chinese University of Hong Kong, Sha Tin, New Territories, Hong Kong"
175,Chutney Technologies
176,"Chutney Technologies, Atlanta, GA"
177,"Chutney Technologies, Inc., Atlanta, GA"
178,"CIMIC and MSIS Department, Rutgers University, 180 University Avenue, Newark NJ 07102, USA e-mail: adam@adam.rutgers.edu; atluri@andromeda.rutgers.edu"
179,"CIS Department, Polytechnic University, Brooklyn, NY"
180,"CISE Department, University of Florida, Gainesville, FL"
181,City University of Hong Kong
182,"City University of Hong Kong, Hong Kong"
183,"City University of Hong Kong, Hong Kong, China"
184,"City University of Hong Kong, Kowloon, Hong Kong"
185,"Clausthal University of Technology, Clausthal-Zellerfeld, Germany"
186,Clustra AS
187,"Clustra, Trondheim, Norway"
188,CMU
189,CNAM
190,CNAM Paris
191,"CNAM, France"
192,"College of Business Administration, University of Cincinnati"
193,"College of Computer and Information Science, Northeastern University, Boston, MA"
194,"College of Computer and Information Science, Northeastern University, USA"
195,"College of Computing, Georgia Institute of Technology"
196,"College of Computing, Georgia Institute of Technology, 801 Atlantic Drive, GA, 30332-0280, Atlanta, USA"
197,"College of Computing, Georgia Institute of Technology, Atlanta, USA"
198,"College of Engineering, School of Computer Engineering, Nanyang Technological University, Singapore"
199,"College of Information Science and Technology, Drexel University, 3141 Chestnut Street, Philadelphia, PA 19104-2875, USA"
200,"College of Information Science and Technology, Drexel University, Philadelphia, Pennsylvania"
201,"College of Information Science and Technology, Drexel University, Philadelphia, USA 19104"
202,"College of Information Sciences and Technology, The Pennsylvania State University, University Park, PA"
203,"College of Information Sciences and Technology, The Pennsylvania State University, University Park, PA and Department of Computer Science and Engineering, The Pennsylvania State University, University Park, PA"
204,Columbia University
205,"Columbia University, New York"
206,"Columbia University, New York, New York"
207,"Columbia University, New York, NY"
208,"Columbia University, New York, NY, USA"
209,"Columbia University, NYC, NY"
210,"Comp. Eng. Dept, Bilkent University, Ankara, Turkey"
211,"Comp. Sci. Div, Dept EECS, UC Berkeley, Berkeley, CA"
212,"Compaq SRC, Palo Alto, CA"
213,Compaq Systems Research Center
214,"Compaq, Il, USA"
215,"Computer & Information Science Department, University of Pennsylvania, 200 South 33rd Street, Philadelphia, PA"
216,"Computer and Information Science and Engineering Department, University of Florida, Gainesville, USA 32611"
217,"Computer and Information Science and Engineering, University of Florida, Gainesville, USA 32611"
218,"Computer Engineering and Informatics, University of Patras, Greece"
219,"Computer Laboratory, University of Cambridge"
220,"Computer Science & Engineering Department, University of California, Riverside, Riverside, CA"
221,"Computer Science & Engineering, Indian Institute of Technology, Mumbai, India"
222,"Computer Science and Artificial Intelligence Lab., Massachusetts Institute of Technology"
223,"Computer Science and Engg. Dept., I.I.T., Bombay"
224,"Computer Science and Engg., Tndian Institiue of Technology, Mumbai 400076,INDIA"
225,"Computer Science and Engineering Department, Arizona State University, Tempe, AZ 85287-5406, USA; e-mail: candan@asu.edu"
226,"Computer Science and Engineering Department, State University of New York at Buffalo, Amherst, USA 14260"
227,"Computer Science and Engineering Department, University of California, Riverside, CA"
228,"Computer Science and Engineering, Arizona State University, Tempe, USA"
229,Computer Science Department Carnegie Mellon University
230,"Computer Science Department, Boston University, USA"
231,"Computer Science Department, Brown University"
232,"Computer Science Department, Carnegie Mellon University, Pittsburgh"
233,"Computer Science Department, Carnegie Mellon University, Pittsburgh, PA"
234,"Computer Science Department, Carnegie Mellon University, USA"
235,"Computer Science Department, Center for Automation Research and Institute for Advanced Computer Studies, University of Maryland at College Park"
236,"Computer Science Department, Center for Automation Research, and Institute for Advanced Computer Studies, University of Maryland, College Park, Maryland 20742, USA; e-mail: hjs&commat;cs.umd.edu"
237,"Computer Science Department, Columbia University"
238,"Computer Science Department, Duke University, USA"
239,"Computer Science Department, Hong Kong Univ. of Science and Technology, Hong Kong"
240,"Computer Science Department, Illinois Institute of Technology, Chicago, USA"
241,"Computer Science Department, Indiana University, Bloomington"
242,"Computer Science Department, Stanford University"
243,"Computer Science Department, Stanford University, Stanford CA 94305, USA"
244,"Computer Science Department, Stanford University, Stanford, CA"
245,"Computer Science Department, Stanford University, Stanford, CA 94305, USA; E-mail: hector@db.stanford.edu"
246,"Computer Science Department, Stanford University, Stanford, USA 94305"
247,"Computer Science Department, Stanford University, USA"
248,"Computer Science Department, TECHNION - Israel Institute of Technology, Technion City, Haifa 32000, Israel"
249,"Computer Science Department, Technion--Israel Institute of Technology, Haifa, Israel"
250,"Computer Science Department, Tel Aviv University, Ramat Aviv, Tel Aviv 69978, Israel; E-mail: {anate, milo}@math.tau.ac.il"
251,"Computer Science Department, University of Arizona, USA"
252,"Computer Science Department, University of California at Santa Barbara, USA"
253,"Computer Science Department, University of California, Berkeley, CA"
254,"Computer Science Department, University of California, Los Angeles, Los Angeles, USA 90095"
255,"Computer Science Department, University of California, Riverside, California 92521, USA; e-mail: tsotras@cs.ucr.edu"
256,"Computer Science Department, University of California, USA"
257,"Computer Science Department, University of Illinois at Urbana-Champaign, Urbana, IL 61801, USA; e-mail: kcchang@cs.uiuc.edu"
258,"Computer Science Department, University of Illinois, Chicago, USA 60607"
259,"Computer Science Department, University of Maryland, College Park, Maryland"
260,"Computer Science Department, University of Maryland, College Park, MD"
261,"Computer Science Department, University of Maryland, College Park, USA 20742"
262,"Computer Science Department, University of Sao Paulo at Sao Carlos - Brazil"
263,"Computer Science Department, University of Southern California, Los Angeles, CA"
264,"Computer Science Department, University of Southern California, Los Angeles, USA 90089-0781"
265,"Computer Science Department, University of Southern California, USA"
266,"Computer Science Department, University of Stuttgart, Stuttgart, Germany"
267,"Computer Science Department, University of Twente, P.O. Box 217, 7500 AE Enschede, The Netherlands; E-mail: {grefen,vonk,apers}@cs.utwente.nl"
268,"Computer Science Department, Virginia Tech, Blacksburg, USA 24060"
269,"Computer Science Dept, UCLA"
270,"Computer Science Dept., Columbia University"
271,"Computer Science Dept., Stanford University, Stanford, CA"
272,"Computer Science Dept., SUNY at Binghamton"
273,"Computer Science Dept., UCLA, Los Angeles, CA"
274,"Computer Science Dept., Univ. of Illinois at Chicago"
275,"Computer Science Division, National Technical University of Athens, 157 73 Athens, Greece"
276,"Computer Science Division, UC Berkeley"
277,"Computer Science Division, UC Berkeley, Berkeley, CA"
278,"Computer Science Program, School of EECS, University of Central Florida, Orlando, FL"
279,"Computer Science UC, San Diego, La Jolla, CA"
280,"Computer Science, Department Hong Kong Univ. of Science and Technology, Hong Kong"
281,"Computer Sciences Department - ICMC/USP, S?o Carlos, SP, Brazil"
282,"Computer Sciences Department, University of Wisconsin - Madison, Madison, WI"
283,"Computer Sciences Department, University of Wisconsin-Madison"
284,"Computer Sciences Department, University of Wisconsin-Madison, Madison, USA 53706"
285,"Computer Sciences Department, University of Wisconsin, Madison, WI"
286,"Computer Sciences Dept., University of Wisconsin"
287,"Computer Sciences, Purdue University"
288,"Computer Technology Institute, Patras, Greece"
289,"Computer Technology, Institute, P.O.Box 1122, GR-26110 Patras, Greece"
290,"Computing Science, University of Aberdeen, Aberdeen, UK"
291,"Cornell Theory Center, Ithaca, NY"
292,Cornell University
293,"Cornell University Ithaca, NY"
294,"Cornell University, Ithaca, New York"
295,"Cornell University, Ithaca, NY"
296,"Cornell University, Ithaca, NY, USA"
297,"Cornell University, Ithaca, USA"
298,"Cornell University, Ithaca, USA 14853"
299,"Courant Institute of Mathematical Sciences, Department of Computer Science, New York University"
300,"Courant Institute of Mathematical Sciences, New York University"
301,"Courant Institute of Mathematical Sciences, New York, University, New York, NY"
302,"Courant Institute, New York University"
303,"Courant Institute, New York, NY"
304,"Courant Institute, NY"
305,"CS Dept., UCLA"
306,"CS Storage Systems Dept., IBM Almaden Research Center"
307,"CSE, University of New South Wales, Sydney, Australia"
308,"CSIRO ICT Center/E-Health Research Center, Australia"
309,"CSIRO ICT Centre, North Ryde, NSW, Australia"
310,"CTI Patras, Greece"
311,"CTO, QUIQ, and Professor, UW-Madison"
312,CWI
313,"CWI Amsterdam, The Netherlands"
314,"CWI, Amsterdam, Netherlands"
315,"CWI, Amsterdam, The Netherlands"
316,"CWI, Amsterdam, The Netherlands 1098 SJ"
317,"CWI, Kruislaan 413, 1098 SJ Amsterdam, The Netherlands; E-mail: {S.Manegold,M.L.Kersten}@cwi.nl"
318,"CWI, Kruislaan, GB Amsterdam, The Netherlands"
319,"CWI, Kruislaan, GB, Amsterdam, The Netherlands"
320,"CWI, P.O. Box 94079, 1090 GB Amsterdam & Microsoft Corporation, One Microsoft Way, Redmond, WA"
321,"CWI, SJ Amsterdam, The Netherlands"
322,"D.E.I.S. - Universit�� della Calabria, Rende, Italy"
323,"D.I.A., Universit�� di Roma Tre"
324,"D.I.F.A., Universit�� della Basilicata"
325,"Data Distilleries B.V., Kruislaan 402, 1098 SM Amsterdam, The Netherlands; E-mail: P.Boncz@ddi.nl"
326,"Data Distilleries, The Netherlands"
327,"Data Eng.Lab, Dept.of Informatic, Aristotic University, of Thessaloniki, GR-54006 Greece"
328,"Data Management Department, IBM T. J. Watson Research Center, P. O. Box 704, Yorktown Heights, NY"
329,"Data Management, IBM T. J. Watson Research Center, P. O.Box, 704, Yorktown Heights, NY"
330,"Data Mining Technologies, Oracle"
331,"Database and Artificial Intelligence Group, Technische Universit?t, Wien, Vienna, Austria"
332,"Database Research Group, Swiss Federal Institute of Technology (ETH), Zurich, Switzerland"
333,"Database Security Oracle Corp., Redwood City, CA"
334,"Database Systems Lab, Indian Institute of Science, Bangalore, India"
335,"Database Systems Lab, SERC, Indian Institue of science, Bangalore 560012,INDIA, Lucent Bell Labs, 600 Mountain Avenue, Murray Hill, NJ"
336,"Database Systems Lab, SERC, Indian Institute of Science, Bangalore, India"
337,"Database Systems Lab, SERC/CSA, Indian Institute of Science, Bangalore, India"
338,"Database Systems Lab., SERC, Indian Institute of Science, Bangalore, India"
339,"Database Systems R& D Center, University of Florida, Gainesville, FL 32611�C�C6125, USA; E-mail: su@cise.ufl.edu"
340,"Databases and Distributed Systems Group, Department of Computer Science, Darmstadt University of Technology - Darmstadt, Germany"
341,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Canada"
342,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada"
343,"DEI, Politecnico di Milano, Italy"
344,Deis UNICAL
345,"DEIS---CSITE--CNR, University of Bologna, Bologna, Italy"
346,"DEIS, Universit�� della Calabria, Rende (CS), Italy"
347,"Department of Anthropology, UCR, Riverside, USA"
348,"Department of Anthropology, University of California - Riverside, Riverside, CA"
349,"Department of Biology, Indiana University, USA"
350,"Department of COFM, National University of Singapore, Singapore, Singapore"
351,"Department of Computer and Information Science, Moore School Building, University of Pennsylvania, USA"
352,"Department of Computer and Information Science, The University of Michigan - Dearborn, Dearborn, MI"
353,"Department of Computer and Information Science, The University of Michigan - Dearborn, MI 48128, Dearborn, USA"
354,"Department of Computer and Information Science, University of Michigan, Dearborn, USA 48128"
355,"Department of Computer and Information Sciences and Engineering, University of Florida, Gainesville, FL"
356,"Department of Computer and Information Sciences and Engineering, University of Florida, Gainsville, USA"
357,"Department of Computer and Information Sciences, University of Pennsylvania, Philadelphia, USA 19104"
358,"Department of Computer Engineering & Maths, Rovira i Virgili University of Tarragona, Catalonia"
359,"Department of Computer Engineering and Information Technology, City University of Hong Kong, Tat Chee Avenue, Kowloon, Hong Kong, China"
360,"Department of Computer Engineering, Bilkent University, 06800, Bilkent, Ankara, Turkey"
361,"Department of Computer Engineering, Bilkent University, Ankara, Turkey"
362,"Department of Computer Engineering, Kyungpook National University, Daegu, South Korea 702-701"
363,"Department of Computer Engineering, Middle East Technical University, Turkey"
364,"Department of Computer Science & Department of Electrical and Computer Engineering, University of Toronto"
365,"Department of Computer Science & Electrical Engineering, University of Maryland, USA"
366,"Department of Computer Science & Engineering, University of California - Riverside, Riverside, CA"
367,"Department of Computer Science & Engineering, University of California Riverside, USA"
368,"Department of Computer Science & Engineering, University of California, San Diego"
369,"Department of Computer Science and Advanced Information Technology Research Center (AITrc), Korea Advanced Institute of Science and Technology (KAIST), Daejeon, South Korea 305-701"
370,"Department of Computer Science and Advanced Information Technology Research Center (AITrc), Korea Advanced Institute of Science and Technology (KAIST), Taejon, Korea"
371,"Department of Computer Science and Automation, Indian Institute of Science, Bangalore, India"
372,"Department of Computer Science and Automation, Technical University of Ilmenau, Germany"
373,"Department of Computer Science and Computer Engineering, La Trobe University, Australia"
374,"Department of Computer Science and Department of Electrical and Computer Engineering, University of Toronto"
375,"Department of Computer Science and Engineering University of California, Riverside, CA"
376,"Department of Computer Science and Engineering, Arizona State University, AZ 85287-5406, Tempe, USA"
377,"Department of Computer Science and Engineering, Arizona State University,Tempe, AZ"
378,"Department of Computer Science and Engineering, Bourns College of Engineering, University of California, Riverside, USA"
379,"Department of Computer Science and Engineering, Box 352350, University of Washington, Seattle, WA 98195-2350, USA; e-mail: {zives,alon,weld}@cs.washington.edu"
380,"Department of Computer Science and Engineering, Chinese University of Hong Kong, Hong Kong, China"
381,"Department of Computer Science and Engineering, Chinese University of Hong Kong, New Territories, Hong Kong"
382,"Department of Computer Science and Engineering, Chinese University of Hong Kong, Sha Tin, New Territories, Hong Kong"
383,"Department of Computer Science and Engineering, Helsinki University of Technology, Finland"
384,"Department of Computer Science and Engineering, Indian Institute of Technology Bombay, Mumbai, India"
385,"Department of Computer Science and Engineering, Indian Institute of Technology Bombay, Mumbai, India 400076"
386,"Department of Computer Science and Engineering, Michigan State University, East Lansing, MI"
387,"Department of Computer Science and Engineering, State University of New York at Buffalo, Buffalo, NY"
388,"Department of Computer Science and Engineering, The Chinese University of Hong Kong, Hong Kong; e-mail: adafu@cse.cuhk.edu.hk"
389,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Kowloon, Hong Kong"
390,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Kowloon, Hong Kong, China"
391,"Department of Computer Science and Engineering, The Ohio State University, USA"
392,"Department of Computer Science and Engineering, The Pennsylvania State University, University Park, PA"
393,"Department of Computer Science and Engineering, The Pennsylvania State University, University Park, PA 16802, USA; e-mail: &lcub;gurumurt,anand,vijay,kandemir,mji&rcub;&commat;cse.psu.edu"
394,"Department of Computer Science and Engineering, UCR, Riverside, USA"
395,"Department of Computer Science and Engineering, University of California San Diego"
396,"Department of Computer Science and Engineering, University of California, USA"
397,"Department of Computer Science and Engineering, University of Minnesota-Twin Cities, Minneapolis, USA 55455"
398,"Department of Computer Science and Engineering, University of Minnesota, Minneapolis, MN"
399,"Department of Computer Science and Engineering, University of Minnesota, Minneapolis, USA 55455"
400,"Department of Computer Science and Engineering, University of Minnesota, Minnesota, MN"
401,"Department of Computer Science and Engineering, University of Minnesota, USA"
402,"Department of Computer Science and Engineering, University of Washington, Seattle, USA"
403,"Department of Computer Science and Engineering, University of Washington, Seattle, WA"
404,"Department of Computer Science and Engineering, University of Washington, Seattle, WA, 98195; E-mail: alon@cs.washington.edu"
405,"Department of Computer Science and Engineering, University of Washington, USA"
406,"Department of Computer Science and Engineering, University of Washington, WA 98195, Seattle, USA"
407,"Department of Computer Science and Engineering, Wright State University, Dayton, USA"
408,"Department of Computer Science and Information Engineering, National Taiwan University, Taipei, Taiwan, ROC"
409,"Department of Computer Science and Information Systems, University of Hong Kong, Hong Kong"
410,"Department of Computer Science and Software Engineering, ARC Centre for Perceptive and Intelligent Machines in Complex Environments, The University of Melbourne, Melbourne, Australia"
411,"Department of Computer Science Northeastern University, Liaoning, China"
412,"Department of Computer Science University of Maryland, College Park, Also with the Institute for Advanced Computer Studies, University Maryland"
413,"Department of Computer Science University of Maryland, College Park, Also with the Institute for Systems Research, University of Maryland"
414,"Department of Computer Science, Aalborg University 9220 Aalborg ?st, Denmark; E-mail: {simas,csj}@cs.auc.dk"
415,"Department of Computer Science, Aalborg University, Aalborg ?, Denmark"
416,"Department of Computer Science, Aalborg University, Aalborg, Denmark"
417,"Department of Computer Science, Aalborg University, Denmark"
418,"Department of Computer Science, Aalborg University, Fredrik Bajers Vej 7E, 9220, Aalborg ?st, Denmark"
419,"Department of Computer Science, Boston University, Boston, MA 02215, USA"
420,"Department of Computer Science, Boston University, USA"
421,"Department of Computer Science, Brandeis University"
422,"Department of Computer Science, Brandeis University, MA 02254, Waltham, USA"
423,"Department of Computer Science, Brandeis University, USA"
424,"Department of Computer Science, Brandeis University, Waltham, MA"
425,"Department of Computer Science, Brown University"
426,"Department of Computer Science, Brown University, RI 02912, Providence, USA"
427,"Department of Computer Science, Brown University, USA"
428,"Department of Computer Science, Carnegie Mellon University, Pittsburgh, USA"
429,"Department of Computer Science, Center for Automation Research Institute for Advanced Computer Studies, University of Maryland, USA"
430,"Department of Computer Science, City University of Hong Kong, 83 Tat Chee Avenue, Kowloon, Hong Kong"
431,"Department of Computer Science, City University of Hong Kong, Hong Kong"
432,"Department of Computer Science, City University of Hong Kong, Kowloon Tong, Hong Kong SAR, China"
433,"Department of Computer Science, City University of Hong Kong, Kowloon, Hong Kong"
434,"Department of Computer Science, Cornell University"
435,"Department of Computer Science, Darmstadt University of Technology"
436,"Department of Computer Science, Drop and Statistics, University of S?o Paulo at S?o Carlos, S?o Carlos, Brazil"
437,"Department of Computer Science, Duke University"
438,"Department of Computer Science, Duke University, Durham, NC"
439,"Department of Computer Science, Fudan University, China"
440,"Department of Computer Science, Global Scientific Information and Computing Center, Tokyo Institute of Technology, Tokyo, Japan 152-8552"
441,"Department of Computer Science, Harbin Institute of Technology, Harbin, China"
442,"Department of Computer Science, Hong Kong University of Science and Technology"
443,"Department of Computer Science, Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong"
444,"Department of Computer Science, Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, China; e-mail: luhj&commat;cs.ust.hk"
445,"Department of Computer Science, Hong Kong University of Science and Technology, Clearwater Bay, Hong Kong"
446,"Department of Computer Science, Hong Kong University of Science and Technology, Hong Kong"
447,"Department of Computer Science, Hong Kong University of Science and Technology, Kowloon, Hong Kong, China"
448,"Department of Computer Science, Institute for Advanced Computer Studies & Institute for Systems Research, University of Maryland, College Park, MD 20742, USA; e-mail: {elemar,vs}@cs.umd.edu"
449,"Department of Computer Science, Korea Advanced Institute of Science and Technology (KAIST), Daejeon, South Korea"
450,"Department of Computer Science, Monmouth University, NJ 07764, West Long Branch, USA"
451,"Department of Computer Science, National Chengchi University, Taipei, Taiwan, ROC"
452,"Department of Computer Science, National Chiao Tung University, Hsinchu, Taiwan, ROC"
453,"Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, ROC"
454,"Department of Computer Science, National University of Singapore"
455,"Department of Computer Science, National University of Singapore, 3 Science Drive 2, 117543, Singapore"
456,"Department of Computer Science, National University of Singapore, 3 Science Drive 2, Singapore"
457,"Department of Computer Science, National University of Singapore, 3 Science Drive 2, Singapore 117543; E-mail: tankl@comp.nus.edu.sg"
458,"Department of Computer Science, National University of Singapore, Singapore"
459,"Department of Computer Science, National University of Singapore, Singapore 117543"
460,"Department of Computer Science, National University of Singapore, Singapore, Singapore"
461,"Department of Computer Science, National University of singapore,SINGAPORE"
462,"Department of Computer Science, Purdue University, USA"
463,"Department of Computer Science, Purdue University, West Lafayette, IN"
464,"Department of Computer Science, Purdue University, West Lafayette, USA 47907"
