id,title,release,artist_name,duration,artist_familiarity,artist_hotttnesss,year
58,Don't Sleep,Don't Sleep,Audio Soul Project feat. Nathan Drew Larsen,432.74404,0.508309382324,0.323714618487,0
59,Don't Sleep,Don't Sleep,Audio Soul Project feat. Nathan Drew Larsen,476.23791,0.508309382324,0.323714618487,0
60,Don't Sleep,Don't Sleep,Audio Soul Project feat. Nathan Drew Larsen,484.33587,0.508309382324,0.323714618487,0
61,Start,Start,Omni,341.36771,0.558281487404,0.344181750447,0
62,Start,Start,Omni,227.57832,0.558281487404,0.344181750447,0
63,Start,Start,Omni,317.23057,0.558281487404,0.344181750447,0
64,Start,Start,Omni,397.7922,0.558281487404,0.344181750447,0
65,All Night Long,Rollin' Stone - A Golden Anniversary,Muddy Waters,171.80689,0.758735810267,0.471883294899,1991
66,All Night Long,Chess Blues,Muddy Waters,232.4371,0.758735810267,0.471883294899,1991
67,All Night Long,Rollin' Stone - A Golden Anniversary,Muddy Waters,236.64281,0.758735810267,0.471883294899,1991
68,I Believe In Miracles,I Believe In Miracles,Sunlightsquare,440.00608,0.472253688686,0.262383388273,0
69,I Believe In Miracles,I Believe In Miracles,Sunlightsquare,233.11628,0.472253688686,0.262383388273,0
70,I Believe In Miracles,I Believe In Miracles,Sunlightsquare,409.80853,0.472253688686,0.262383388273,0
71,I Believe In Miracles,I Believe In Miracles,Sunlightsquare,414.09261,0.472253688686,0.262383388273,0
72,I Believe In Miracles,I Believe In Miracles,Sunlightsquare,401.24036,0.472253688686,0.262383388273,0
73,I Believe In Miracles,I Believe In Miracles,Sunlightsquare,289.12281,0.472253688686,0.262383388273,0
74,New Frontiers,New Frontiers,Aural Float,404.29669,0.507139190301,0.377432856362,2001
75,New Frontiers,Freefloat,Aural Float,321.07057,0.507139190301,0.377432856362,2001
76,New Frontiers,New Frontiers,Aural Float,376.94649,0.507139190301,0.377432856362,2001
77,Big Brat,Live At Sony Connect,Phantom Planet,231.60118,0.76400336855,0.5423950935,2004
78,Big Brat,Phantom Planet,Phantom Planet,201.22077,0.76400336855,0.5423950935,2004
79,Big Brat,Live 2004,Phantom Planet,199.57506,0.76400336855,0.534423624092,2004
80,Don't Upset The Rhythm (Go Baby Go),Barbie Lets All Party!,Noisettes,190.1971,0.788485245772,0.470107801535,2009
81,Don't Upset The Rhythm (Go Baby Go),Clubland 15,Noisettes,218.46159,0.788485245772,0.470107801535,2009
82,Don't Upset The Rhythm (Go Baby Go),Don't Upset The Rhythm (Go Baby Go),Noisettes,302.86322,0.788485245772,0.470107801535,2009
83,Don't Upset The Rhythm (Go Baby Go),Floorfillers 2010,Noisettes,219.8722,0.788485245772,0.470107801535,2009
84,Nightmares,The Best Of,A Flock Of Seagulls,277.49832,0.768083613924,0.460526429896,1983
85,Nightmares,Playlist: The Very Best of A Flock of Seagulls,A Flock Of Seagulls,276.63628,0.768083613924,0.460526429896,1983
86,Nightmares,Pure '80s Hits,A Flock Of Seagulls,278.49098,0.595416056106,0.410917195669,1983
87,Nightmares,I Ran: The Best Of,Flock Of Seagulls,306.23302,0.768083613924,0.460526429896,1983
88,Such A Night,UK - August - 1954,Johnnie Ray,135.75791,0.47279630901,0.355094272521,1990
89,Such a Night,Love Me Tender,Johnnie Ray with the four lads,133.74649,0.47279630901,0.355094272521,1990
90,Such A Night,The Palladium & Other Hits,Johnnie Ray,225.20118,0.47279630901,0.355094272521,1990
91,Such A Night,Number One Hits Of 1954,Johnnie Ray,134.29506,0.666218830842,0.484409081594,0
92,Such A Night,Little White Cloud,Johnnie Ray,137.35138,0.47279630901,0.355094272521,1990
93,Such a Night,Best of Johnnie Ray,Johnnie Ray,137.56036,0.47279630901,0.355094272521,1990
94,Walk On The Wild Side,Lou Reed Live,Lou Reed,292.17914,0.810696983072,0.481975849154,1972
95,Walk On The Wild Side,Rock And Roll Diary 1967-1980,Lou Reed,255.89506,0.810696983072,0.534391217206,1972
96,Walk On The Wild Side,The Very Best Of,Lou Reed,252.60363,0.810696983072,0.534391217206,1972
97,Walk On The Wild Side,Live - In Concert,Lou Reed,267.65016,0.810696983072,0.481975849154,1972
98,U Wanna Little Of This,Housexy Ibiza,Ricki-Lee,383.97342,0.607447251702,0.42823221988,2008
99,U Wanna Little Of This,U Wanna Little Of This,Ricki-Lee,162.95138,0.607447251702,0.42823221988,2008
100,U Wanna Little Of This,U Wanna Little Of This,Ricki-Lee,416.41751,0.607447251702,0.42823221988,2008
101,U Wanna Little Of This,U Wanna Little Of This,Ricki-Lee,140.06812,0.607447251702,0.42823221988,2008
102,Sharp Dressed Man,Eliminator,ZZ Top,258.0371,0.828109091566,0.566162262688,1983
103,Sharp Dressed Man,Sharp Dressed Man / I Got The Six [Digital 45],ZZ Top,179.33016,0.828109091566,0.566162262688,1983
104,Sharp Dressed Man,LIVE FROM TEXAS,ZZ Top,279.37914,0.828109091566,0.566162262688,1983
105,Mango,Mango,Motorcitysoul,406.54322,0.508193547907,0.407237460056,0
106,Mango,Jimpster Selected Remixes 2004-2008,Motorcitysoul,339.06893,0.508193547907,0.407237460056,0
107,Mango,Mango,Motorcitysoul,496.43057,0.508193547907,0.407237460056,0
108,Mango,Mango,Motorcitysoul,377.33832,0.508193547907,0.407237460056,0
109,Searching (For Someone Like You),Kitty Wells - Country Classics,Kitty Wells,145.99791,0.551477434272,0.380728239612,1997
110,Searching (For Someone Like You),The Collection,Kitty Wells,145.97179,0.551476458338,0.380728239612,1997
111,Searching (For Someone Like You),Country Spotlight,Kitty Wells,136.12363,0.551477434272,0.380728239612,1997
112,Searching (For Someone Like You),20 Of Her Best,Kitty Wells,135.20934,0.551476458338,0.380728239612,1997
113,North Pole,Ultimate Remix Collection_ Trance Edition,Solid Globe,370.85995,0.509085463236,0.367833916532,2003
114,North Pole,30 Best Trance Anthems Best Ever,Solid Globe,477.41342,0.509085463236,0.367833916532,2003
115,North Pole,The Best Of Solid Globe,Solid Globe,505.36444,0.509085463236,0.367833916532,2003
116,Swimming Through Us,Winks & Kisses: Crackled,Airiel,305.31873,0.584764696245,0.443118046211,2004
117,Swimming Through Us,Airiel Live at Double Door 07/10/2004,Airiel,280.60689,0.584764696245,0.443118046211,2004
118,Swimming Through Us,Airiel Live at Double Door 10/19/2004,Airiel,343.82322,0.584764696245,0.443118046211,2004
119,Für immer und ewig,Die weisse Reise - Live in Dresden,Letzte Instanz,289.17506,0.630258006019,0.420879345204,1999
120,Für immer und ewig,Das weisse Lied,Letzte Instanz,279.06567,0.630258006019,0.420879345204,1999
121,Für immer und ewig,Das Spiel,Letzte Instanz,271.5424,0.630258006019,0.420879345204,1999
122,Shine,Total Workout Classic Trance 134bpm - 144bpm & warm down FOR RUNNING_ CYCLING_ GYM CYCLE_ ELLIPTICAL MACHINES_ GYM WORKOUT & GENERAL FITNESS,The Space Brothers,379.29751,0.496226514994,0.333934166753,1997
123,Shine,Ibiza,The Space Brothers,233.61261,0.496226514994,0.333934166753,1997
124,Shine,Shine,The Space Brothers,371.9571,0.496226514994,0.333934166753,1997
125,Shine,Floorfillers_ Vol. 3,Space Brothers,538.14812,0.496226514994,0.333934166753,1997
126,Shine,Dave Pearce Trance Anthems 2009,The Space Brothers,227.082,0.496226514994,0.333934166753,1997
127,Shine,Armada presents:Trance Classics_ Vol. 2,The Space Brothers,390.47791,0.496226514994,0.333934166753,1997
128,Shine,Shine,The Space Brothers,470.67383,0.496226514994,0.333934166753,1997
129,I Do,Believe,Fabrizio Faniello,176.3522,0.492666526569,0.392358791394,0
130,I Do,I Do,Fabrizio Faniello,342.93506,0.492666526569,0.392358791394,0
131,I Do,I Do,Fabrizio Faniello,489.50812,0.492666526569,0.392358791394,0
132,I Do,I Do,Fabrizio Faniello,288.9922,0.492666526569,0.392358791394,0
133,I Don't Know,Live At Budokan,Ozzy Osbourne,353.14893,0.798373941497,0.624708286189,1980
134,I Don't Know,Diary Of A Madman,Ozzy Osbourne,341.57669,0.817223704258,0.61688301748,1980
135,I Don't Know,Live & Loud,Ozzy Osbourne,313.62567,0.817223704258,0.61688301748,1980
136,I Don't Know,Tribute,Ozzy Osbourne,340.6624,0.81721597046,0.624708286189,1980
137,I Don't Know,Live & Loud,Ozzy Osbourne,313.62567,0.817223704258,0.61688301748,1980
138,All Strung Out Over You,Time Has Come: The Best Of The Chambers Brothers,The Chambers Brothers,149.65506,0.564636543252,0.445587333529,1967
139,All Strung Out Over You,Sunshine,The Chambers Brothers,337.00526,0.564636543252,0.445587333529,1967
140,All Strung Out Over You,The Chambers' Brothers Greatest Hits,The Chambers Brothers,146.85995,0.564636543252,0.445587333529,1967
141,Wild Thing,All The Hits Plus More By The Troggs,The Troggs,162.53342,0.688242364331,0.456892755143,1966
142,Wild Thing,Party,The Troggs,154.22649,0.688242364331,0.456892755143,1966
143,Wild Thing,Wild Thing - The Best Of The Troggs,The Troggs,233.9522,0.38413792818,0.456892755143,1966
144,Wild Thing,Live At Max's Kansas City,The Troggs,196.362,0.688242364331,0.456892755143,1966
145,Wild Thing,Kids Driving Pac,The Troggs,154.33098,0.688242364331,0.456892755143,1966
146,Seras Mi Complice,Manzanas,Cómplices,291.99628,0.510783845598,0.349013497771,1988
147,Seras mi complice,En Directo: Grandes Exitos,Cómplices,315.01016,0.510783845598,0.349013497771,0
148,Seras Mi Complice,Grandes Exitos: Complicidad,Cómplices,294.00771,0.510783845598,0.349013497771,0
149,Baby_ Let's Play House,Lynns Country  Great's Vol2,Arthur Gunter,165.95546,0.363475534701,0.263401412367,0
150,Baby_ Lets Play House,Elvis Presley: The King and the Originals,Arthur Gunter,162.48118,0.363475534701,0.263401412367,0
151,Baby_ Let's Play House,Elvis 1953 El Origen - Vol. 1,Arthur Gunter,163.83955,0.363475534701,0.263401412367,0
152,Mood Music,Legacy (Edited Version),Immortal Technique Presents: Akir,279.06567,0.578341361555,0.389618409232,2006
153,Mood Music,Politricks / Treason / Mood Music,Akir,278.96118,0.356990698223,0.341518864021,2006
154,Mood Music,Legacy,Immortal Technique Presents: Akir,278.96118,0.356990698223,0.341518864021,0
155,Keep It Goin' Louder,Keep It Goin' Louder,Major Lazer / Nina Sky / Ricky Blaze,437.49832,0.699858127331,0.522251910392,2010
156,Keep It Goin' Louder,Keep It Goin' Louder,Major Lazer / Nina Sky / Ricky Blaze,347.03628,0.699858127331,0.522251910392,2010
157,Keep It Goin' Louder,Keep It Goin' Louder,Major Lazer / Nina Sky / Ricky Blaze,213.39383,0.699858127331,0.522251910392,2010
158,Keep It Goin' Louder,Keep It Goin' Louder,Major Lazer / Nina Sky / Ricky Blaze,471.64036,0.699858127331,0.522251910392,2010
159,Keep It Goin' Louder,Keep It Goin' Louder,Major Lazer / Nina Sky / Ricky Blaze,295.60118,0.699858127331,0.522251910392,2010
160,Keep It Goin' Louder,Keep It Goin' Louder,Major Lazer / Nina Sky / Ricky Blaze,356.38812,0.699858127331,0.522251910392,2010
161,Keep It Goin' Louder,Keep It Goin' Louder,Major Lazer / Nina Sky / Ricky Blaze,226.42893,0.699858127331,0.522251910392,2010
162,Keep It Goin' Louder,Keep It Goin' Louder,Major Lazer / Nina Sky / Ricky Blaze,398.73261,0.705935185317,0.522251910392,2010
163,DOA,Live Lounge,Foo Fighters,240.06485,0.839275392927,0.550762084656,2005
164,DOA,Resolve,Foo Fighters,249.25995,0.839275392927,0.550762084656,2005
165,DOA,DOA,Foo Fighters,252.52526,0.839275392927,0.550762084656,2005
166,Flatline,Flatline,Cosmic Gate feat. Kyler England,450.45506,0.685100890663,0.50572209014,0
167,Flatline,Flatline,Cosmic Gate feat. Kyler England,395.25832,0.685100578321,0.50572209014,0
168,Flatline,Flatline,Cosmic Gate feat. Kyler England,204.85179,0.685100890663,0.50572209014,0
169,Flatline,Flatline,Cosmic Gate feat. Kyler England,488.56771,0.685100890663,0.50572209014,0
170,Flatline,Flatline,Cosmic Gate feat. Kyler England,420.91057,0.685100578321,0.50572209014,0
171,Flatline,Flatline,Cosmic Gate feat. Kyler England,480.9922,0.685100578321,0.50572209014,0
172,A Thousand Nights,3 Tage Wach Vol. 1 - The official soundtrack of a weekend in Berlin,Gregor Tresher,456.59383,0.629485610175,0.394935724513,2007
173,A Thousand Nights,A Thousand Nights Part 3,Gregor Tresher,502.49098,0.629485610175,0.394935724513,2007
174,A Thousand Nights,A Thousand Nights Part 3,Gregor Tresher,429.53098,0.629485610175,0.394935724513,2007
175,Awaken Chaos,Abyss Of Time,Sacramentum,295.78404,0.50752284143,0.364257527269,1997
176,Awaken Chaos,A Tribute To Hell - Satanic Rites - Darkness,Sacramentum,290.97751,0.50752284143,0.364257527269,1997
177,Awaken Chaos,The Coming Of Chaos,Sacramentum,295.91465,0.50752284143,0.364257527269,1997
178,Kolor Spektrum ,Kolor Spektrum (Remixes),Soul Mekanik,601.70404,0.490009427812,0.399537135983,2004
179,Kolor Spektrum,Kolor Spektrum,Soul Mekanik,400.37832,0.490009427812,0.399537135983,2004
180,Kolor Spektrum,Kolor Spektrum,Soul Mekanik,458.05669,0.490009427812,0.399537135983,2004
181,Kolor Spektrum ,Kolor Spektrum (Remixes),Soul Mekanik,360.82893,0.490009427812,0.399537135983,2004
182,Déjate Querer,Expresion,Gilberto Santa Rosa,281.96526,0.646581908134,0.410093448379,1999
183,Déjate Querer,MLB Caliente,Gilberto Santa Rosa,282.93179,0.646581908134,0.435618239882,1999
184,Déjate Querer,Dos Soneros... Una Historia,Gilberto Santa Rosa,358.79138,0.646581908134,0.410093448379,1999
185,Carnival,Carnival,Andrew Duke,392.35873,0.462673438129,0.0,0
186,Carnival,Carnival,Andrew Duke,412.65587,0.462673438129,0.0,0
187,Carnival,Carnival,Andrew Duke,435.33016,0.462673438129,0.0,0
188,Carnival,Dublin Xpress Vol. Two,Andrew Duke,396.7473,0.462673438129,0.0,0
189,Carnival,Dublin Xpress Vol Three,Andrew Duke,382.11873,0.462673438129,0.0,0
190,God Is a Girl,God Is a Girl,Groove Coverage,219.55873,0.695792974369,0.475556822485,2002
191,God Is a Girl,God Is a Girl,Groove Coverage,183.53587,0.695792974369,0.475556822485,2002
192,God Is a Girl,God Is a Girl,Groove Coverage,411.45424,0.695792974369,0.46586763239,2002
193,God Is A Girl,God Is a Girl,Groove Coverage,401.13587,0.695792974369,0.475556822485,2002
194,My Love Your Love,My Love Your Love,Clubbazz,341.15873,0.415366666106,0.329498902981,0
195,My Love Your Love,My Love Your Love,Clubbazz,298.73587,0.415366666106,0.329498902981,0
196,My Love Your Love,Dance Religion Chapter 4,Clubbazz,208.24771,0.415366666106,0.329498902981,0
197,My Love Your Love,My Love Your Love,Clubbazz,205.21751,0.415366666106,0.329498902981,0
198,My Love Your Love,House Of Electro - Finest Selection Of Pumping Electro Tunes,Clubbazz,201.35138,0.415366666106,0.329498902981,0
199,My Love Your Love,My Love Your Love,Clubbazz,246.90893,0.415366666106,0.329498902981,0
200,My Love Your Love,My Love Your Love,Clubbazz,378.56608,0.415366666106,0.329498902981,0
201,My Love Your Love,My Love Your Love,Clubbazz,312.73751,0.415366666106,0.329498902981,0
202,Break Of Dawn,Break Of Dawn,Baggi Begovic,485.77261,0.483575030184,0.340508879851,0
203,Break of Dawn,Break Of Dawn,Baggi Begovic,403.12118,0.483575030184,0.340508879851,0
204,Break Of Dawn,Break Of Dawn,Baggi Begovic,353.59302,0.483575030184,0.340508879851,0
205,Break Of Dawn,Break Of Dawn,Baggi Begovic,476.13342,0.483575030184,0.340508879851,0
206,Break Of Dawn,Hed Kandi Live Ibiza 2008,Baggi Begovic,553.27302,0.483575030184,0.340508879851,0
207,Break Of Dawn,Break Of Dawn,Baggi Begovic,442.20036,0.483575030184,0.340508879851,0
208,Break Of Dawn,Break Of Dawn,Baggi Begovic,445.80526,0.483575030184,0.340508879851,0
209,Break Of Dawn,Break Of Dawn,Baggi Begovic,480.41751,0.483575030184,0.340508879851,0
210,Evil Ways,I Wanna Rock Compilation Vol. 1,Santana,173.42649,0.803721934978,0.627765134777,0
211,Evil Ways,Santana: The Woodstock Experience,Santana,240.63955,0.803721934978,0.627765134777,0
212,Evil Ways,The Birth Of Santana - The Complete Early Years,Santana,472.99873,0.803721934978,0.628900084526,0
213,Brothers In the Space,Brothers In the Space,Aladino,329.16853,0.38326278095,0.313244073084,1994
214,Brothers In the Space,Brothers In the Space,Aladino,344.5024,0.38326278095,0.313244073084,1994
215,Brothers In the Space,Brothers In the Space,Aladino,232.9073,0.38326278095,0.313244073084,1994
216,Brothers In the Space,Brothers In the Space,Aladino,351.37261,0.38326278095,0.313244073084,1994
217,Endless Existence,Endless Existence,Mike Mikhjian,568.47628,0.557910551083,0.304065921085,0
218,Endless Existence,Endless Existence,Mike Mikhjian,499.98322,0.557910551083,0.304065921085,0
219,Endless Existence,Endless Existence,Mike Mikhjian,426.86649,0.557910551083,0.304065921085,0
220,Endless Existence,Endless Existence,Mike Mikhjian,522.81424,0.557910551083,0.304065921085,0
221,Tune Up,The Alternative Wes Montgomery,Wes Montgomery,306.36363,0.674474044136,0.408787122021,1991
222,Tune Up,One Night Only,Wes Montgomery,273.26649,0.674474044136,0.408787122021,1991
223,Tune Up,Riverside Profiles: Wes Montgomery,Wes Montgomery,195.10812,0.674474044136,0.408787122021,1991
224,Tune Up,Pretty Blue [2-fer],Wes Montgomery,282.09587,0.674474044136,0.408787122021,1991
225,Finally Found,True 90s (3 CD Set),The Honeyz,288.62649,0.514066856861,0.372806371294,1998
226,Finally Found,The Collection,The Honeyz,57.10322,0.514066856861,0.372806371294,1998
227,Finally Found,Ultimate Girl Groups,The Honeyz,244.84526,0.514066856861,0.372806371294,1998
228,Despegue,Despegue,Chris Fortier,440.47628,0.564680609526,0.322367704696,0
229,Despegue,Despegue,Chris Fortier,462.41914,0.564680609526,0.322367704696,0
230,Despegue,Despegue,Chris Fortier,525.37424,0.564680609526,0.322367704696,0
231,Despegue,Fade Records Essentials Volume 5,Chris Fortier,300.79955,0.564680609526,0.322367704696,0
232,The Keeper,The Keeper,Bonobo Featuring Andreya Triana,289.2273,0.740060629472,0.518625520997,2009
233,The Keeper,The Keeper,Bonobo Featuring Andreya Triana,325.56363,0.740060629472,0.518625520997,2009
234,The Keeper,The Keeper,Bonobo Featuring Andreya Triana,222.6673,0.740060629472,0.518625520997,2009
235,Yes I'm Ready,Soul and Blues Collection,Barbara Mason,289.98485,0.510602283258,0.419627904202,1993
236,Yes I'm Ready,A Shot Of Rhythm 'N' Blues - 25 Golden Greats,Barbara Mason,192.13016,0.510602283258,0.419627904202,1993
237,Yes I'm Ready,Letter From Vietnam Vol. 8,Barbara Mason,191.97342,0.510602283258,0.419627904202,1993
238,Yes I'm Ready,Sweet Soul Sisters,Barbara Mason,190.09261,0.510602283258,0.419627904202,1993
239,Yes_ I'm Ready,Summer! Soul! Sale!,Barbara Mason,241.00526,0.510602283258,0.419627904202,0
240,Yes_ I'm Ready,Yes_ I'm Ready,Barbara Mason,248.21506,0.510602283258,0.419627904202,0
241,Yes_ I'm Ready,Karaoke: 60's Female - Singing to the Hits,Barbara Mason,184.11057,0.510602283258,0.419627904202,0
242,What´s up,Cover Breaker,Marco Van Bassken,311.61424,0.520998745373,0.399898950581,0
243,What's Up,Club Love Volume 2,Marco Van Bassken,197.45914,0.520998745373,0.399898950581,0
244,What´s up,Electro House Injection Vol.1,Marco Van Bassken,335.98649,0.520998745373,0.399898950581,0
245,Perfect (Exceeder),Pump It Up Cycle Workout,Mason Vs Princess Superstar,369.57995,0.621076090494,0.378388596927,0
246,Perfect (Exceeder),The Very Best Of Euphoric Dance Breakdown,Mason Vs Princess Superstar,161.04444,0.621076090494,0.378388596927,0
247,Perfect (Exceeder),The Best Of Data Records ,Mason Vs Princess Superstar,401.05751,0.621076090494,0.378388596927,0
248,Dust feat. Scalde,Dust feat. Scalde,Agoria,223.99955,0.651686821268,0.410060259941,0
249,Dust feat. Scalde,Dust feat. Scalde,Agoria,465.99791,0.651686821268,0.410060259941,0
250,Dust feat. Scalde,Dust feat. Scalde,Agoria,534.9873,0.651686821268,0.410060259941,0
251,Dust feat. Scalde,Dust feat. Scalde,Agoria,490.26567,0.651686821268,0.410060259941,0
252,Knife Edge,Pictures At An Exhibition,Emerson_ Lake & Palmer,482.01098,0.700441995467,0.447247962709,1993
253,Knife Edge,The Original Bootleg Series From The Manticore Vaults: Volume Four,Emerson_ Lake & Palmer,322.58567,0.700441995467,0.447247962709,1993
254,Knife Edge,Best Of The Bootlegs,Emerson_ Lake & Palmer,427.93751,0.700441995467,0.522819989978,1993
255,Knife Edge,Emerson_ Lake & Palmer,Emerson_ Lake & Palmer,309.34159,0.700441995467,0.522819989978,1993
256,Knife Edge,Live At The Royal Albert Hall,Emerson_ Lake & Palmer,327.33995,0.700441995467,0.447247962709,1993
257,Knife Edge,Live In Poland,Emerson_ Lake & Palmer,344.00608,0.700441995467,0.522819989978,1993
258,Don't Wanna Dance,Don't Wanna Dance,Cassie Davis,408.2673,0.590943585204,0.466886236774,2009
259,Don't Wanna Dance,Don't Wanna Dance,Cassie Davis,287.63383,0.590943585204,0.466886236774,2009
260,Don't Wanna Dance,Don't Wanna Dance,Cassie Davis,186.64444,0.590943585204,0.466886236774,2009
261,Hypnoslave,When A Banana Was Just A Banana,Josh Wink,705.51465,0.758167068548,0.385470181121,0
262,Hypnoslave,When A Banana Was Just A Banana Remixed and Peeled,Josh Wink,545.802,0.758167068548,0.385470181121,0
263,Hypnoslave,When A Banana Was Just A Banana Remixed and Peeled,Josh Wink,523.93751,0.758167068548,0.385470181121,0
264,Starlight,Starlight,Sound Players,451.49995,0.447424584965,0.358915306987,0
265,Starlight,Starlight,Sound Players,375.30077,0.447424584965,0.358915306987,0
266,Starlight,Starlight,Sound Players,422.73914,0.447424584965,0.358915306987,0
