new_ID,title,length,artist,album,year,language
62,Mindsweeping - Cinematograph,0.85,Scrooge,,'97,[Multiple languages]
63,Red Chips,330946,,The Working Model (Reverse),2003,English
64,The Power of Love (Rob Searle club mix),08:40,Frankie Goes to Hollywood,The Power of Love,1990,
65,Tropical Dudes - Busybodies,227,,Tropical Monsters,08,English
66,005-Piranhes,5m 12sec,Rattler,Demo 2012 (unknown),,Eng.
67,Uroš Rakovec Trio - Tako lepo bo,169,,Poganjki,09,
68,War (Art of War),03:57,AG & Party Arty,Art of War War,2002,
69,Little for a Lot - Four Winds the Walker,4.359,Spires That in the Sunset Rise,,'05,English
70,The Solid Rock - World's Greatest Praise & Worship,3.1,Edward Mote & William B. Bradbury,,,English
71,Why Not - The Lizzi eMcGuire Movie,2.981,Hilary Duff,,' 03,English
72,Ronin on Air,181000,Younnat,Radiovision,,English
73,I'm Like a Lawyer With the Way I'm Always Trying to Get You Off (Me + You) (Now That's What I Call Music 26),03:35,FallOutBoy,Now That's What I Call Music 26,2008,
74,022-Over There Story,unknown,Kruger Brothers,Carolina Scrapbook (1999),,
75,Пётр Ильич Чайковский - Pas d'action,623,,Dornröschen / Der Zauberladen,,
76,Nefes (live in Bodrum),420000,Telvin,Telvin,2006,Turkish
77,慈愛の言葉集/日常会話篇 - 「ハヤテのごとく!」 キャラクターCD 2,0.104,マリア starring 田中理恵,,'07,Japanese
78,001-Stronger Woman,4m 2sec,Jewel,Perfectly Clear (2008),,Eng.
79,006-Turning,3m 21sec,Glass America,Fathom (unknown),,Eng.
80,Sacred Spirit - Yane-Heja-Hee,290,,More Chants and Dances of the Native Americans,00,English
81,ホームワーク (オリジナル・カラオケ) (ANNIVERSARY〜無限にCALLING YOU),00:00,松任谷由実,ANNIVERSARY〜無限にCALLING YOU,1989,
82,Butta-Few-Co - This Is My First Album,4.033,Kwest Tha Madd Lad,,'96,English
83,aMnassas - Johnny's Garden,167,,Carry On,98,English
84,Basin Street Blues (The Quintessence: New York – Chicago 1925-1940),03:19,Louis Armstrong,The Quintessence: New York – Chicago 1925-1940,1994,
85,Semblance (Portrait in Sound),03:21,Klaus Suonsaari,Portrait in Sound,,
86,011-Non ti dimentichero,4m 59sec,Gianni Morandi,Come fa bene l'amore (2000),,Ita.
87,Evolution Fight (Creating Your New Environment),03:19,CYNE,Creating Your New Environment,2005,
88,***,212000,Wind Hearse,Witch's Arrows,,English
89,006-The Jailer,2m 49sec,Erin McKeown,Paste mPlayer #77 (2013),,Eng.
90,A csend (A hold szerelme),02:56,Tátrai Band,A hold szerelme,1995,
91,STP,187986,Sublime,Everything Under the Sun,2006,English
92,001-Sunlight,3m 40sec,The One AM Radio,Heaven Is Attached by a Slender Thhread (2011),,Eng.
93,005-Where the Wild Things Are,2m 42sec,Chenard Walcker,Middle (2004),,Eng.
94,Gitme Durnam - Gurbeti Ben mi Yarattım,4.167,Arif Sağ,,'98,Turkish
95,Disorsder - Unknown Pleasures,3.539,Joy Division,,'88,English
96,Bagad Roñsed-Mor - Gavoten Ar Vro Boulet,239,,Mega Celtique,06,English
97,Broken,263543,Amber Claire,Love and Such,2004,English
98,"006-La Pellegrina, Intermedio No. 1 ""L'Armonia delle sfere"": VI. Coppia gentil",4m 31sec,Cristofano Malvezzi,"La Pellegrina: Music for the Wedding of Ferdinando de' Medici and Christine de Lorraine, Princess of France, Florence 1589 (Huelgas Ensemble feat. conductor: Paul Van Nevel) (1997)",,Ita.
99,Liquor Store Blues (Doo-Wops & Hooligans),03:49,Bruno Mars feat. Damian Marley,Doo-Wops & Hooligans,2011,
100,Ser Un Peyjalero - Peyjalero,148,,U,93,nEglish
101,岩崎文紀 - 深海の精,107,,あまえないでよっ!! さんとら冬盤,06,Japanese
102,The Pair Extraonrdinaire - I'm a Believer,,,It's a Wonderful World,67,English
103,013-Foe Life,4m 14sec,Mak 10,Snoop Dogg Presents: The West Coast Blueprint (2010),,Eng.
104,Herb Alpert - Silent Tears And Roses,231,,Midnight Sun,92,English
105,Skit (Spürma (Puuhamaa skit)) (Runoja kontrollihuoneesta),00:32,Steen1,Runoja kontrollihuoneesta,2009,
106,Bloque Metafísico: La proporción y las distancias,158000,Macromassa,Los hechos Pérez,1993,Spanish
107,Chut,118373,Frederica von Stade,Canteloube : Chants d'Auvergne,,French
108,Explanation,151000,Abstract Tribe Unique,Thynk Taynk -- Ocean Floor,,English
109,Haste Suraj Ki - Dil Ka Rishta,1.535,Nadeem-Shravan,,'05,Hindi
110,Particle/Wave (Evolver),06:21,Lunchbox,Evolver,2002,
111,You (Russian Doll),04:59,Violet Indiana,Russian Doll,2004,
112,Loona - Rhythm of the Night,223,,RTL Party Hits 2003,03,English
113,VS. X-C alibur,73000,The DJ's Project,Bring It Back,2005,English
114,Van mij kan je de pot op,150000,Lowland Trio,Hollands Glorie: Lowland Trio,2002,Ducth
115,"Reboelje - It famke, de hûn en de houtkapper",342,,Hotel Reboelje,98,"Frisian, Western"
116,Megna's (Chameleon),03:52,Tim O’Brien,Chameleon,2008,
117,Price of Time,,Domain,One Million Lightyears From Home,2001,English
118,011-You're the Only Good Thing (That's Happened to Me),unknown,Jim Reeves,40 Golden Greats (1975),,Eng.
119,According to Me,,Mind the Gap,Make,2005,[Multiple languages]
120,006-Nightline,3m 44sec,Randy Crawford,The Love Songs (unknown),,unknown
121,Perdimos algo - Canciones inéditas,,Cecilia,,'92,Spanish
122,Sunday on My Mind (original mix),430897,Daniel Stefanik,Berlinn Afterhour 3 - From Minimal to Techno - From Electro to House,,English
123,Plump DJs - Acid Hustle,189,,Finger Lickin' Thang 4,06,English
124,Voodoo Lovers (Hurricäde),01:51,Hurricäde,Hurricäde,2008,
125,We Are the Prisoners (Anthology),01:44,Kids,Anthology,2007,
126,Concerto in G: I. Allegro ma non troppo,311000,Antonio Piacentino BRomano,Italian Flute Concertos,1993,English
127,Caedmon's Call - There's Only One (Holy One),222,,Share the Well,04,English
128,Endless Winter,443440,Marconi Union,A Lost Connection,2010,English
129,001-One Day (Live),4m 7sec,Caro Emerald,Live (unknown),,unnknown
130,Too Far Gone,242000,The All‐American Rejects,"Same Girl, New Songs",,English
131,"Slow, Loud and Bangin' (S.L.A.B.ed) - Slow, Loud and Bangin', Volume 4",5.617,"Trae, Jay'Ton, Lil' B, Lil Boss, Billy Cook, Big Bee, Billy, Kepoe & Lil' T",,'04,English
132,Junior Crehan's / Junior Crejan's (flings),179000,The Mulcahy Family,The Mulcahy Family,2000,English
133,We  All Need Some Light,402000,Transatlantic,Live in Europe,2003,English
134,Heli Deinboek -O berwart (Birmingham),181,,Relativ Positiv,97,German
135,Xalm Retribution - Illusion of Love,313,,Illusion of Love,10,English
136,Closing - Urban Mantra,3.75,Wah!,,'02,English
137,F004-Jouluohtu motisklus,unknown,Kadri Savva,Voluaeg (2011),,Est.
138,Родина,291680,"Ольга Арефьева и группа ""Ковчег""",А и Б,2006,Russian
139,Je me rappelle d’une époque - Suicide commercial,5.583,Vrai Ben feat. Yahlane,,'09,French
140,Adhan Calling,30000,Giles Perring & Edwards,Middle East Beats,,English
141,Las batallas,138760,Café Tacvba,Un viaje,2005,Spanish
142,"Rusalka, op. 114 B203: Song to the moon (Act I) (100th Anniversary Edition: Concertos, Requiem, Serenades & Slavonic Dances)",06:20,Antonín Dvořák,"100th Anniversary Edition: Concertos, Requiem, Serenades & Slavonic Dances",2004,
143,016-Red-naped Sapsucker / Red-breasted Sapsucker,0m 58sec,Donald & Lillian Stokes with Kevin Colver,The Stokes Field Guide to Bird Songs: Western Region (unknown),,unknown
144,Satellites & Sirens - Magnetic,202,,One Nosie,14,English
145,Black Tape for a Blue Girl - We Watched Our Sad-Eyed Angel Fall,329,,With a Million Tear-Stained Memories,03,English
146,Stark,256026,VLE,Book of Illusions: Chapter I & II,2001,Eng lish
147,007-When You're Smiling at Me,4m 28sec,Sly Blue,Edge of the World (2012),,Eng.
148,Echo Elephant,286000,Luna Negra,Soundproof Demo,2009,English
149,Count Every Star - Jazz Chillout,6.283,Grant Green,,'02,English
150,Stars Are Blind (The Scumfrog's extreme makeover),,Paris Hilton,Stars Are Blind,2006,English
151,When the Summer Is Gone - I Can Jive - Det Bästa Med Jerry Williams,4.25,Jerry Williams,,'07,Eglish
152,012-Always on Time,4m 5sec,Ja Rule feat. Ashanti,Hip Hop - The Collection: The Classics (unknown),,Eng.
153,Patio Smasher,231706,Dirty South,"10q"" Dubplate Sessions",,Englzish
154,Rockin' Back Inside My Heart - Floating Into the Night,5.818,Julee Cruise,,,English
155,Spike Jones New Band - The Gow Worm,124,,My Man,64,English
156,"Arabella, Op. 79: Act II. ""Sie sehn nicht aus wie jemand"" - Arabella (Wiener Philharmoniker feat. conductor: Sir Georg Solti, soprano: Lisa della Casa)",1.367,Richard Strauss,,'98,English
157,Ultimate Angels (The Distance Between),02:27,Strange Advance,The Distance Between,,
158,Ein neuer Tanz,210000,Jäger 90,"Awake theM achines, Volume 7",2011,English
159,Three O'Clock in the Morning,342933,Dexter Gordon,The Classic Blue Note Recordings,2003,English
160,031-,1m 31sec,,( 2009),,Jap.
161,Mennen - Power to the Bone,306,,Planet Black,,English
162,What Is This Thing Called Love? - Cutting Edge 1 & 2,5.012,Delirious?,,'94,English
163,I_Always_Was_Your_Girl_-_Idlewild,3.984,Everything but the Girl,,'12,English
164,001-Carpathian Ridge,1m 35sec,Michael Andrews,Donnie Darko: The Score (2002),,Eng.
165,Unde rthe Sun - Modern,3.516,Buzzcocks,,'99,English
166,Splinterskin - Dancing Dead Men,222,,ayward Souls,09,English
167,Pout-Porri: Inigualável Paixão/Falsa Consideração,397000,Art Popular,Pagode pra Valer,1999,Portuguese
168,Neil Biggin - Chile,244,,Re-Loaded,96,English
169,The Way We Get By - The O.C. - The Best of Season 1,,Spoon,,,English
170,Pride (A Love) Deeper,2 18000,Barefoot,Barefoot,2006,English
171,G.Rag y los Hermanos Patchekos - Blechernes G'lächter,134,,Cadeau bizarre,,[Multiple languages]
172,Ludwika: Prélude Opus 28 No.23 - The Four Elements: Water Sensuality,2.183,Hans Visser,,,
173,018-Daydream Believer,2m 56sec,The Residents,Residue deux (1998),,Eng.
174,The O'Jays - Let Me Make Love to You,218,,"Between the Sheets, Volume 1",95,English
175,If There Is No Tomorrow (remixed by CygnosiC) - The Grey Line,5.67,Wynardtage,,'08,English
176,Malce It Happen,142000,The Get Set,Down Marriot Lane!,2002,English
177,Tuuli,209000,Skädmä,Mustat joutsenet,,Finnish
178,Monkey Mike - Game Plan,1.517,Dubee & Mike D,,'01,English
179,Sylvania,245360,Kelpe,Sea Inside Body,2004,English
180,Ghosttow - The Hearing and the Sense of Balance,4.05,Fury in the Slaughterhouse,,'95,English
181,I Don't Want to Say Goodbye (Sing the Very Best of Wendy Craig),04:40,Fat and Frantic,Sing the Very Best of Wendy Craig,,
182,Helb America,166000,Dan Bárta,Horem,,[Multiple languages]
183,Mad Props - My Ding-A-Ling,,,"Best of Bass, Volume 3",94,English
184,On the Stairs - The Killer Elite,2.35,Jerry Fielding,,,English
185,Quest - T Dredz+,2.025,Dredz T,,'12,
186,Vergeet Het Maar - De Kreuners,4.343,De Kreuners,,,
187,Patricia Cornwell - 30 Knochenbett,529,,Knochenbett,,German
188,002-Abie Stracie,unknown,Like a Tim,Audio Art (unknown),,E.
189,Rompecabezas,233613,Kapanga,¡Esta!,2004,Spanish
190,Was wichtig ist: Da Capo,115240,Udo Jürgens,Mit 66 Jahren: Live 2001,2001,German
191,kanashimi wo koete - D.N.Angel Original Soundtrack I,2.221,江口貴勅,,'03,Japanese
192,Sigonella - Ho sognato una strada,3.62,Ivano  Fossati,,'06,Italian
193,If - Tesla,3.987,Silver Rocket,,'08,English
194,On the Bank,189906,Rude-Rich-and-the-High-Notes,Soul Stomp,,unk.
195,Duel in the Sun - The Alamo: The Essential Film Music Collection,12.883,Dimitri Tiomkin,,'04,English
196,Evil Evol (Positivity),02:48,Power of Dreams,Positivity,,
197,Oliver F. Koelling - Psycho & Horror: Vertigo Groove (30 second version),30,,Suspense Atmo,,English
198,"A Vava Inouva 2 - Deux rives, un rêve",4.41,Idir,,'02,
199,Du finns hos mig - Kollektion,3.617,Ratata,,'06,Swedish
200,Rick White Album - Its Time Has Come,190,,137,09,English
201,0B2-Don't Burn the Fires,3m 52sec,Dead Moon,Live Evil (1991),,Eng.
202,I Can't Get Started - Autumn in New York: Vernon Duke's Broadway,3.58,lea Blackhurst,,'05,English
203,"György Kurtág - Quartetto Per Archi, Op. 1: III. Vivacissimo: lento",209,,Musik für Streichinstrumente (Keller Quartett),96,[Multiple languages]
204,Don't Dream It's Over,243960,Sixpence None the Richer,The Best of Sixpence None the Richer,2004,English
205,CC Rider (Bare Tracks),04:35,Honeyboy Hickling,Bare Tracks,,
206,"It's All Too Much (mono) - vEery Little Thing, Volume 2",8.27,Beatles,,,English
207,Katy Moffatt - Miss Otis Regrets,228,,Angeel Town,97,English
208,Michel Sardou - Le Surveillant général,165,,Les N°1 de Michel Sardou,09,French
209,005-Beni Derde Salan Gelsin,3m 47sec,Musa Eroglu,Sele Verdim (2003),,Tur.
210,Nav' Nav' in Ou Wells),02:25,Drudkh,Blood in Our Wells,,
211,Voit pois jo mennä... - Lauluja,2.181,Marita Antsola,,'13,Finnish
212,Sing Along - Home This Year,4.692,Virginia Coalition,,'08,English
213,Saturrne,175493,Georges Brassens,J'ai rendez-vous avec vous (intégrale édition 88),1988,French
214,Max Greger & His Orchestra - Somewhere Over the Rainbow,227,,Oscar-Melodien zum Tanzen,87,English
215,Vengo a Dicer (Vengo a Decir),05:04,Andy,Vengo a Decir,1995,
216,012-Under th eTop,5m 41sec,Elliot Goldenthal,Batman Forever: Original Motion Picture Score (1995),,Eng.
217,ピンぼけ (渋滞ぬけみちなし),00:00,高田梢枝,渋滞ぬけみちなし,2004,
218,Fui un extraño - Alianza,,Alianza,,'97,Spanish
219,"A Wand'ring Minstrel I, From ""The Mikado""",261000,Sir William Gilbert & Sir Arthur Sullivan,Golden Sounds From the Classics,,English
220,Held Hostage,186000,The Las Resort,"Oi! The Singles Collection, Volume 2",1996,English
221,006-Saratoga,3m 21sec,Nina Simone,Nina's Back (unknown),,Eng.
222,We R Who We R,204000,Keha,Animal + Cannibal,2011,English
223,If I Gave My Heart to You / Once in a While / Ebb Tide / The Lamp Is Low / Where Are You / Thinking of You (30 by Ella),11:10,Ella Fitzgerald,30 by Ella,1999,
224,Domenico Scarlatti - Concerto in FaM a tre flauti e basso - 2. Allegro,152,,"Concerti e sinfonie per flauto (Noferi, Il Rossignolo - TENERANI)",1,Italian
225,005-Mechanical Advantage,4m 19sec,Deepspace 5,"Unique, Just Like Everyone Else (2005)",,Eng.
226,In My Lifetime (My Promise to the Game in My Lifetime),04:26,Soulja Flow,My Promise to the Game in My Lifetime,2000,
227,"013-Act 2, Scene III: Recitativo - Voi quel folgio lasciate (Serse/Atalanta)",0m 11sec,Georg Friedrich Handel,Serse (Atto Secondo) (2003),,Ita.
228,"Diamond Head (History of Michigan Garage Bands in the 60's, Volume 1: Wheels 4: Label Story)",01:57,Lost Souls,"History of Michigan Garage Bands in the 60's, Volume 1: Wheels 4: Label Story",1994,
229,Halelujá,310000,Jaromír Nohavica,PražsTká pálená,2006,Czech
230,007-Yer Blooze,unknown,The Loungs,Big Wow (unknown),,Eng.
231,018-Little Bird,unknown,The Nashville Teens,Best of the Nashville Teens 1964-1969 (1993),,Eg.
232,Ya están aquí (Libertad / Hambre / Historia),03:06,Hablando en Plata Squad,Libertad / Hambre / Historia,2009,unknown
233,One More Time (Karneval),238933,Crystal Gayle,Best of Crystal Gayle,1993,English
234,004-Schwarze Lande,3m 33sec,Amber und Gefahrten,Bardensang (unknown),,Ge.r
235,Let's Do It (Let's Fall in Love) - Midnight in Paris: Music From the Motion Picture,2.965,Conal Fowkes,,'11,[Multiple languages]
236,Makin' Out With Granny,,Falling Mirror Mirror,Zen Boulders,1089,English
237,FUU... (GAME OVER) - MEGA DRIVE LAST ACTION HEROES,0.167,幡谷尚史,,'10,English
238,"[silence] (Monsters, Lullabies ... and the Occasional Flying Saucer)",00:01,Phono-Comb & Jad Fair,"Monsters, Lullabies ... and the Occasional Flying Saucer",1996,
239,Eurooppa 3 - Oppia rakastamaan,282,,Pakko Matkustaa,01,Finnish
240,Billie Jean (Dancemania BASS #6),02:25,XL Dog,Dancemania BASS #6,,
241,"(feat. (feat. DJ OASIS, 童子-T) - 理由",,K Dub Shine,,'04,Japanese
242,Life es corta,,Látex,Recuérdame,2005,Spanish
243,"Requiem in D minor, K. 626 (Levin completion): IVa. Offertorium: ""Domine Jesu"" - Requiem & Kyrie D-Moll (Gächinger Kantorei Stuttgart, Bach-Collegium Stuttgart feat. conductor: Helmuth Rilling)",3.568,Wolfgang Amadeus Mozart,,'00,English
244,Sunflower (His Greatest Hits),02:51,Glen Campbell,His Greatest Hits,,
245,The Bensons - The Amazing Adventures of Monkey Roodle Ray,253,,2,,English
246,"Lugen, die von Herzen kommen (feat. narrator Mirja Bos) (2008)",5m 35sec,Kerstin Gier,014-Kapitel 35,,Ger.
247,Il Dorment - frannce,5.65,Altar K,,'07,jFrench
248,Images (Ultimate Nina Simone),02:52,Nina Simone,Ultimate Nina Simone,1997,
249,004-Looking for Lives,4m 31sec,Timothy James Meaney,Looking for Lives (1992),,Eng.
250,The Rose and the Cross - Moog Indigo,2.65,Jean-Jcques Perrey,,'70,English
251,The_Paris_Sisters_-_I_Love_How_You_Love_Me,103,unknown,200_Original_Jukebox_Hits,,English
252,Symphonie No. 9: IV. Allegro con fuoco (Antonín Dvořák: Symphony No. 9 / Bedřich Smetana: Die Moldau (Berliner Philharmoniker & Boston Symphony Orchestra)),11:55,Antonín Dvořák,Antonín Dvořák: Symphony No. 9 / Bedřich Smetana: Die Moldau (Berliner Philharmoniker & Boston Symphony Orchestra),,
253,'s Wonderful - Great Ladies and Gents of Jazz,2.531,Sarah Vaughan,,'99,English
254,004-Toxic Jesus,3m 39sec,Skorbut,Access All Areas (2005),,Eng.
255,Harp Glissando (h),9000,Jim Rattigan,The Harp Album,,English
256,Brass Flutter Wop - Production Tools 1,0.133,Lisle Moore,,,English
257,Mikelote & Pipa -- Gusanos,,,Beat Cunnilingüistas,11,Spanish
258,011-Angel of Harlem,4m 14sec,U2,"1993-07-27: Gentofte Stadion, Coxpenhagen, Denmark (unknown)",,Eng.
259,Mökit nukkuu lumiset (Joulu),05:21,Sakari Kukko,Joulu,2003,
260,Super Bolid,390000,Jesus Raves,Jigoku,2011,English
261,001-Nineteen Ninety Seven,3m 48sec,Hypoetical,Pendulum (2010),,Eng.
262,Pimpadelic - 5 sec silence,5,,Devils,,
263,003-It's All Over,2m 54sec,Reckless Kelly,Millican (unknown),,Eng.
264,Brian Protheroe - Pinball,184,,One Hit Wonders,03,English
265,Alkohol,108000,Christian Hölbling,Helfried kommt!,2003,German
266,Genlog - Mock Moon (Erik Vee remix),140,,Club System Gold Edition,02,English
267,006-Woman's Work,2m 24sec,Tracy Chapman,Live Performances: 1988-2000 (disc 2) (unknown),,Eng.
268,Almost Like Being in Love - The Chronological Classics: Charlie Parker 1952-1954,2.633,Charlie Parker,,,English
269,"Johann Sebastian Bach - Doppelkonzert für 2 Violinen und Orchester D-Moll BWV 1043 (Largo Ma Non Tanto) (J. Brezina, F. Elias, Soloviolinen Carmerata Romana feat. conductor: Eugen Duvier)",432,,Classic Dreams,,German
270,3 Sided Light,218000,Solillaquists of Sound,4 Student Counsol (Running From Precedence),2002,English
271,Prelude et fugue BWV 887 (Clavier bien tempéré),10:31,Johann Sebastian Bach,Clavier bien tempéré,,
272,Apopocalyps - Flickorna i Våran Stad,235,,Nu!,92,Swedish
273,"Hans Pfitzner - Palestrina: II. Akt, V. Szene ""Darf ich die Frage stellen, warum nicht nach der Reih""",424,,Palestrina (Chor & Symphonie-Orchester des Bayerischen Rundfunks feat. conductor: Rafael Kubelik),89,German
274,Henny Arve - Data Leaks: Jungle of Corruption (30 second version),30,,Revolt,,English
275,On Inc. - Sammin' Indian,214,,The Rhythm Flavour,01,English
276,Imperial March (Simon Preston),314707,Sir Edward Elgar,Great Organ Works,,English
277,2NU - This Is Ponderous (remix),219,,Command Z,,English
278,Fire Trees (Voices of the World),03:37,Chris Gibbons,Voices of the World,,
279,"Take Away Your Rosy Lips (Gonna Rock 'n' Roll, Gonna Dance All Night)",00:00,Hardrock Gunter,"Gonna Rock 'n' Roll, Gonna Dance All Night",2000,
280,"Four Songs, Op. 13 No. 3 ""Sure on This Shining Night"" - Dover Beach (Endellion String Quartet feat. baritone: Thomas Allen, piano: Roger Vignoles)",n.a.,Samuuel Barber,,'94,English
281,013-Dead Leg (Beautiful Ones - four track demo),3m 15sec,Suede,Coming Up (2011),,Eng.
282,Get Under It,141666,Robert Pollard,Not in My Airforce,1996,English
283,Tomi Metsäketo & Johanna Kurkela - Tahdon tanssia kanssasi,260,,Uneni kaunein: Parhaat 2005-2011,11,Finnish
284,004-Water Song,5m 14sec,Hot Tuna,Final Vinyl (1979),,Eng.
285,Tina May & Tony Coe - April in Paris,307,,Jazz Piquant,,
286,Nada,365000,Robert Rich,Humidity,2000,English
287,004-Love & Peace =,unknown,,BEST FRIENDS (2013),,Jap.
288,011-Wenn du gehst,4m 5sec,wingenfelder:Wingenfelder,Selbstausloser (unknown),,Ger.
289,Misty Space (Ninni Morgia Control Unit),02:28,Ninni Morgia,Ninni Morgia Control Unit,2009,
