new_ID,title,length,artist,album,year,language
62,The Solid Rock - World's Greatest Praise & Worship,3.1,Edward Mote & William B. Bradbury,,,English
63,Why Not - The Lizzi eMcGuire Movie,2.981,Hilary Duff,,' 03,English
64,Ronin on Air,181000,Younnat,Radiovision,,English
65,022-Over There Story,unknown,Kruger Brothers,Carolina Scrapbook (1999),,
66,007-When Love Comes to Town,unknown,U2 & B.B. King,"1987-11-24: Tarrant County Convention Center, Fort Worth, TX, USA (unknown)",,Enkg.
67,Пётр Ильич Чайковский - Pas d'action,623,,Dornröschen / Der Zauberladen,,
68,"Acting (2005-04-02: The Spanish Moon, Baton Rouge, LA, USA)",04:25,Macrosick,"2005-04-02: The Spanish Moon, Baton Rouge, LA, USA",,
69,Nefes (live in Bodrum),420000,Telvin,Telvin,2006,Turkish
70,001-Stronger Woman,4m 2sec,Jewel,Perfectly Clear (2008),,Eng.
71,Sacred Spirit - Yane-Heja-Hee,290,,More Chants and Dances of the Native Americans,00,English
72,aMnassas - Johnny's Garden,167,,Carry On,98,English
73,Symphony X - Of Sins and Shadows,,,"2003-04-17: Langen, Germany",,English
74,Apache (instrumental),182840,Agents & Vesa Haaja,On Stage / In Studio,2012,[Multiple languages]
75,011-Non ti dimentichero,4m 59sec,Gianni Morandi,Come fa bene l'amore (2000),,Ita.
76,Evolution Fight (Creating Your New Environment),03:19,CYNE,Creating Your New Environment,2005,
77,***,212000,Wind Hearse,Witch's Arrows,,English
78,A csend (A hold szerelme),02:56,Tátrai Band,A hold szerelme,1995,
79,STP,187986,Sublime,Everything Under the Sun,2006,English
80,005-Where the Wild Things Are,2m 42sec,Chenard Walcker,Middle (2004),,Eng.
81,Disorsder - Unknown Pleasures,3.539,Joy Division,,'88,English
82,Broken,263543,Amber Claire,Love and Such,2004,English
83,"006-La Pellegrina, Intermedio No. 1 ""L'Armonia delle sfere"": VI. Coppia gentil",4m 31sec,Cristofano Malvezzi,"La Pellegrina: Music for the Wedding of Ferdinando de' Medici and Christine de Lorraine, Princess of France, Florence 1589 (Huelgas Ensemble feat. conductor: Paul Van Nevel) (1997)",,Ita.
84,Central Booking - Febuary,3.083,Bishop Allen,,'06,English
85,012-Nyt jatan vanhan Turun,3m 2sec,Tapio Heinonen,Paivat kuin unta (2008),,Fin.
86,Confession (Always Around),04:11,Jack Radics,Always Around,,
87,Ser Un Peyjalero - Peyjalero,148,,U,93,nEglish
88,岩崎文紀 - 深海の精,107,,あまえないでよっ!! さんとら冬盤,06,Japanese
89,Herb Alpert - Silent Tears And Roses,231,,Midnight Sun,92,English
90,Skit (Spürma (Puuhamaa skit)) (Runoja kontrollihuoneesta),00:32,Steen1,Runoja kontrollihuoneesta,2009,
91,Explanation,151000,Abstract Tribe Unique,Thynk Taynk -- Ocean Floor,,English
92,Particle/Wave (Evolver),06:21,Lunchbox,Evolver,2002,
93,Megna's (Chameleon),03:52,Tim O’Brien,Chameleon,2008,
94,Price of Time,,Domain,One Million Lightyears From Home,2001,English
95,011-You're the Only Good Thing (That's Happened to Me),unknown,Jim Reeves,40 Golden Greats (1975),,Eng.
96,006-Nightline,3m 44sec,Randy Crawford,The Love Songs (unknown),,unknown
97,Perdimos algo - Canciones inéditas,,Cecilia,,'92,Spanish
98,Plump DJs - Acid Hustle,189,,Finger Lickin' Thang 4,06,English
99,011-,unknown,,(2008),,Gre.
100,We Are the Prisoners (Anthology),01:44,Kids,Anthology,2007,
101,Concerto in G: I. Allegro ma non troppo,311000,Antonio Piacentino BRomano,Italian Flute Concertos,1993,English
102,Caedmon's Call - There's Only One (Holy One),222,,Share the Well,04,English
103,Too Far Gone,242000,The All‐American Rejects,"Same Girl, New Songs",,English
104,Watermusic Suite: Adagio e staccato (Watermusic Suite / Music of the Royal Fireworks),02:25,George Frideric Handel,Watermusic Suite / Music of the Royal Fireworks,,
105,Xalm Retribution - Illusion of Love,313,,Illusion of Love,10,English
106,Closing - Urban Mantra,3.75,Wah!,,'02,English
107,Astronomy Domine - The Piper at the Gates of Dawn,4.202,Pink Floyd,,'87,English
108,Ritardo mestruale (...Se non avrei fatto il cantande),03:08,Checco Zalone,...Se non avrei fatto il cantande,,
109,"Symphonie Nr. 10 G-dur, KV 74: I. Allegro (Frühe Symphonien)",03:05,Wolfgang Amadeus Mozart,Frühe Symphonien,1991,
110,Je me rappelle d’une époque - Suicide commercial,5.583,Vrai Ben feat. Yahlane,,'09,French
111,Las batallas,138760,Café Tacvba,Un viaje,2005,Spanish
112,007-Someone So Young,6m 38sec,Coke Weed,,,Eng.
113,Amanhã Vazio (Nosso Amor Já Era),00:00,Hugo Pena & Gabriel,Nosso Amor Já Era,2011,
114,Satellites & Sirens - Magnetic,202,,One Nosie,14,English
115,Stark,256026,VLE,Book of Illusions: Chapter I & II,2001,Eng lish
116,Echo Elephant,286000,Luna Negra,Soundproof Demo,2009,English
117,"003SonataforpianoNo.1inFminor,Op2No.1:III.Menuetto:Allegretto",2m 17sec,Ludwig van Beethoven,The Early Sonatas (1996),,Eng.
118,Count Every Star - Jazz Chillout,6.283,Grant Green,,'02,English
119,Stars Are Blind (The Scumfrog's extreme makeover),,Paris Hilton,Stars Are Blind,2006,English
120,Spike Jones New Band - The Gow Worm,124,,My Man,64,English
121,"Arabella, Op. 79: Act II. ""Sie sehn nicht aus wie jemand"" - Arabella (Wiener Philharmoniker feat. conductor: Sir Georg Solti, soprano: Lisa della Casa)",1.367,Richard Strauss,,'98,English
122,Ultimate Angels (The Distance Between),02:27,Strange Advance,The Distance Between,,
123,Ein neuer Tanz,210000,Jäger 90,"Awake theM achines, Volume 7",2011,English
124,Mennen - Power to the Bone,306,,Planet Black,,English
125,001-Carpathian Ridge,1m 35sec,Michael Andrews,Donnie Darko: The Score (2002),,Eng.
126,Unde rthe Sun - Modern,3.516,Buzzcocks,,'99,English
127,Splinterskin - Dancing Dead Men,222,,ayward Souls,09,English
128,Neil Biggin - Chile,244,,Re-Loaded,96,English
129,The Way We Get By - The O.C. - The Best of Season 1,,Spoon,,,English
130,Laß mich allein allein - Frisch gepresst & Live,5.019,Jazzkantine,,'96,German
131,G.Rag y los Hermanos Patchekos - Blechernes G'lächter,134,,Cadeau bizarre,,[Multiple languages]
132,Ludwika: Prélude Opus 28 No.23 - The Four Elements: Water Sensuality,2.183,Hans Visser,,,
133,018-Daydream Believer,2m 56sec,The Residents,Residue deux (1998),,Eng.
134,013-What Time Was Love,1m 36sec,The KLF,Give Peace a Dance: A CND Compilation (1991),,Eng.
135,002-Ogunde / Margeritelek,5m 30sec,Davaiciass TMC,The Informelle Mitarbeiter Tour 2010/11 Demo (unknown),,unknown
136,Mad Props - My Ding-A-Ling,,,"Best of Bass, Volume 3",94,English
137,Из далеких из краев,,Песняры,Лявоны,2006,Russian
138,Λαβωματιά (Στην ηχώ του έρωτα),04:04,Νότης Μαυρουδής,Στην ηχώ του έρωτα,2002,
139,On the Stairs - The Killer Elite,2.35,Jerry Fielding,,,English
140,Quest - T Dredz+,2.025,Dredz T,,'12,
141,On a Clear Day (Kiki's Delivery Service)),02:16,久石譲,Kiki's Delivery Service,,
142,Vergeet Het Maar - De Kreuners,4.343,De Kreuners,,,
143,Patricia Cornwell - 30 Knochenbett,529,,Knochenbett,,German
144,002-Abie Stracie,unknown,Like a Tim,Audio Art (unknown),,E.
145,Rompecabezas,233613,Kapanga,¡Esta!,2004,Spanish
146,Was wichtig ist: Da Capo,115240,Udo Jürgens,Mit 66 Jahren: Live 2001,2001,German
147,Sigonella - Ho sognato una strada,3.62,Ivano  Fossati,,'06,Italian
148,If - Tesla,3.987,Silver Rocket,,'08,English
149,On the Bank,189906,Rude-Rich-and-the-High-Notes,Soul Stomp,,unk.
150,Origines (Raï'n'b Fever 3),00:00,Mélissa M & Amine,Raï'n'b Fever 3,2008,
151,Duel in the Sun - The Alamo: The Essential Film Music Collection,12.883,Dimitri Tiomkin,,'04,English
152,Evil Evol (Positivity),02:48,Power of Dreams,Positivity,,
153,Dubok - Immersed,307,,Immersed,00,English
154,Oliver F. Koelling - Psycho & Horror: Vertigo Groove (30 second version),30,,Suspense Atmo,,English
155,"A Vava Inouva 2 - Deux rives, un rêve",4.41,Idir,,'02,
156,September in the Rain - The Ralph Sharon Trio Plays the Harry Warren Songbook,2.833,Ralph Sharon Trio,,,English
157,Rick White Album - Its Time Has Come,190,,137,09,English
158,Don't Dream It's Over,243960,Sixpence None the Richer,The Best of Sixpence None the Richer,2004,English
159,#9,168000,BEAT-CRUSADERS,LOVEPOTION #9,2005,English
160,CC Rider (Bare Tracks),04:35,Honeyboy Hickling,Bare Tracks,,
161,Katy Moffatt - Miss Otis Regrets,228,,Angeel Town,97,English
162,005-Beni Derde Salan Gelsin,3m 47sec,Musa Eroglu,Sele Verdim (2003),,Tur.
163,Nav' Nav' in Ou Wells),02:25,Drudkh,Blood in Our Wells,,
164,Vengo a Dicer (Vengo a Decir),05:04,Andy,Vengo a Decir,1995,
165,ピンぼけ (渋滞ぬけみちなし),00:00,高田梢枝,渋滞ぬけみちなし,2004,
166,Fui un extraño - Alianza,,Alianza,,'97,Spanish
167,"A Wand'ring Minstrel I, From ""The Mikado""",261000,Sir William Gilbert & Sir Arthur Sullivan,Golden Sounds From the Classics,,English
168,006-Saratoga,3m 21sec,Nina Simone,Nina's Back (unknown),,Eng.
169,We R Who We R,204000,Keha,Animal + Cannibal,2011,English
170,If I Gave My Heart to You / Once in a While / Ebb Tide / The Lamp Is Low / Where Are You / Thinking of You (30 by Ella),11:10,Ella Fitzgerald,30 by Ella,1999,
171,005-Mechanical Advantage,4m 19sec,Deepspace 5,"Unique, Just Like Everyone Else (2005)",,Eng.
172,"Diamond Head (History of Michigan Garage Bands in the 60's, Volume 1: Wheels 4: Label Story)",01:57,Lost Souls,"History of Michigan Garage Bands in the 60's, Volume 1: Wheels 4: Label Story",1994,
173,Halelujá,310000,Jaromír Nohavica,PražsTká pálená,2006,Czech
174,"005-Kantate, BWV 4 ""Christ lag in Todesbanden"": V. Coro Versus IV ""Es war ein wunderlicher Krieg""",2m 37sec,Johann Sebastian Bach,"Edition Bachakademie, Volume 2: Cantatas BWV 4-6 (Bach-Collegium Stuttgart feat. conductor: Hellmuth Rilling) (unknown)",,Ger.
175,008-L.A. Song,4m 12sec,Mohair,Small Talk (unknown),,Enng.
176,001-Self Preservation,3m 51sec,Kutt Calhoun feat. Krizz Kaliko,Black Gold (2013),,nEg.
177,004-Schwarze Lande,3m 33sec,Amber und Gefahrten,Bardensang (unknown),,Ge.r
178,Perdóname - Motivando a la yal,2.817,Zion y Lennox,,'04,'04
179,Let's Do It (Let's Fall in Love) - Midnight in Paris: Music From the Motion Picture,2.965,Conal Fowkes,,'11,[Multiple languages]
180,"[silence] (Monsters, Lullabies ... and the Occasional Flying Saucer)",00:01,Phono-Comb & Jad Fair,"Monsters, Lullabies ... and the Occasional Flying Saucer",1996,
181,Eurooppa 3 - Oppia rakastamaan,282,,Pakko Matkustaa,01,Finnish
182,Geltendes Recht - Projekt Aaskereia,6.97,Projekt Aaskereia,,,German
183,"Chris Liberator, KN, DJ Cunt, DJ Cydeboard & DJ 2003 - Classic Silvermin",392,,"Music for a Harder Generation, Volume 4",06,English
184,Billie Jean (Dancemania BASS #6),02:25,XL Dog,Dancemania BASS #6,,
185,Life es corta,,Látex,Recuérdame,2005,Spanish
186,"Requiem in D minor, K. 626 (Levin completion): IVa. Offertorium: ""Domine Jesu"" - Requiem & Kyrie D-Moll (Gächinger Kantorei Stuttgart, Bach-Collegium Stuttgart feat. conductor: Helmuth Rilling)",3.568,Wolfgang Amadeus Mozart,,'00,English
187,The Bensons - The Amazing Adventures of Monkey Roodle Ray,253,,2,,English
188,002-Married Woman Blues,5m 24sec,Jimmy Johnson,Peppers Hangout (unknown),,Eng.
189,"Lugen, die von Herzen kommen (feat. narrator Mirja Bos) (2008)",5m 35sec,Kerstin Gier,014-Kapitel 35,,Ger.
190,Mikko Siltala & Pasi Vainionperä - Sielussani hiljaisuus,253,,Sielussani hiljaisuus,10,Finnish
191,The Rose and the Cross - Moog Indigo,2.65,Jean-Jcques Perrey,,'70,English
192,001-Why Did They Sell Killarney?,unknown,Joseph . Natus,Why Did They Sell Killarney? (1900),,Eng.
193,The Triffids - Jerdacuttup Man,277,,1987-11-23: HamburgRadio,87,English
194,'s Wonderful - Great Ladies and Gents of Jazz,2.531,Sarah Vaughan,,'99,English
195,004-Toxic Jesus,3m 39sec,Skorbut,Access All Areas (2005),,Eng.
196,Legacy in Glass,227000,Raygun Ballet,Big California,2013,English
197,So in Love With You - Share Your Love,4.233,Kenny Rogers,,'81,English
198,Mökit nukkuu lumiset (Joulu),05:21,Sakari Kukko,Joulu,2003,
199,Σωκράτης Μάλαμας - Μιά βόλτα στα βαθιά,179,,Παραμύθια,91,Greek
200,Brian Protheroe - Pinball,184,,One Hit Wonders,03,English
201,Vangelis - Conquest of Paradise,287,,Best of 1990 - 2000: Das Jahrzehnt,99,English
202,Genlog - Mock Moon (Erik Vee remix),140,,Club System Gold Edition,02,English
203,Perfect Spot (Jason Manns),03:10,Jason Manns,Jason Manns,,
204,006-Woman's Work,2m 24sec,Tracy Chapman,Live Performances: 1988-2000 (disc 2) (unknown),,Eng.
205,Almost Like Being in Love - The Chronological Classics: Charlie Parker 1952-1954,2.633,Charlie Parker,,,English
206,"Johann Sebastian Bach - Doppelkonzert für 2 Violinen und Orchester D-Moll BWV 1043 (Largo Ma Non Tanto) (J. Brezina, F. Elias, Soloviolinen Carmerata Romana feat. conductor: Eugen Duvier)",432,,Classic Dreams,,German
207,There's a Drill Sergeant There (Marching Cadences of the U.S. Army Infantry),01:21,Sun Harbor's Chorus,Marching Cadences of the U.S. Army Infantry,2002,
208,Apopocalyps - Flickorna i Våran Stad,235,,Nu!,92,Swedish
209,"Hans Pfitzner - Palestrina: II. Akt, V. Szene ""Darf ich die Frage stellen, warum nicht nach der Reih""",424,,Palestrina (Chor & Symphonie-Orchester des Bayerischen Rundfunks feat. conductor: Rafael Kubelik),89,German
210,Imperial March (Simon Preston),314707,Sir Edward Elgar,Great Organ Works,,English
211,"Life, Luv, and Pain - Stray Bullets",,Sick Jacken feat. Young Sicc,,'09,English
212,"Take Away Your Rosy Lips (Gonna Rock 'n' Roll, Gonna Dance All Night)",00:00,Hardrock Gunter,"Gonna Rock 'n' Roll, Gonna Dance All Night",2000,
213,"Four Songs, Op. 13 No. 3 ""Sure on This Shining Night"" - Dover Beach (Endellion String Quartet feat. baritone: Thomas Allen, piano: Roger Vignoles)",n.a.,Samuuel Barber,,'94,English
214,013-Dead Leg (Beautiful Ones - four track demo),3m 15sec,Suede,Coming Up (2011),,Eng.
215,Get Under It,141666,Robert Pollard,Not in My Airforce,1996,English
216,Tomi Metsäketo & Johanna Kurkela - Tahdon tanssia kanssasi,260,,Uneni kaunein: Parhaat 2005-2011,11,Finnish
217,004-Water Song,5m 14sec,Hot Tuna,Final Vinyl (1979),,Eng.
218,Faith and the Muse - The Silver Circle,187,,"Annwyn, Beneath the Waves",01,English
219,004-Love & Peace =,unknown,,BEST FRIENDS (2013),,Jap.
220,011-Wenn du gehst,4m 5sec,wingenfelder:Wingenfelder,Selbstausloser (unknown),,Ger.
221,Misty Space (Ninni Morgia Control Unit),02:28,Ninni Morgia,Ninni Morgia Control Unit,2009,
222,Peter en de Wolf,28.293,Сергей Сергеевич Прокофьев,Peter en de Wolf,'04,Dutch
223,004-Thank You,5m 41sec,Miami Saxophone Quartet,Take Four Giant Steps (2002,,Eng.
224,Shotput - Psycho-Acoustic,0.817,Elliott Sharp & Zeena Parkins,,'94,English
225,006-Where the Girls Are,unknown,Billy Crurington,That's Just Me (unknown),,unknown
226,Päivä kerrallaan (Patentoitu),04:17,Pate Mustajärvi,Patentoitu,2013,
227,Turning (Fathom),03:21,Glass America,Fathom,,
228,006-Ilk Nurumsun (Haram),4m 5sec,Kibariye,Kul Kedisi (1995),,Tur.
229,Gravy (Antranig remix) (Big City Beats 16),03:15,Ministers De La Funk,Big City Beats 16,2012,
230,Time for Pepper - The Impossibility of Silence,1.633,Black Sun Productions,,'06,English
231,Matthew Barber - The Story of Your Life,199,,The Story of Your Life,,English
232,011-Frank's Song,1m 56sec,Tom Waits,"The Early Years, Vol. I (1991)",,Eng.
233,Can't Stop the Rain (Mainfield remix),436000,Cascada,The Remix Album,2006,English
234,In the Summertime (King of the Road: The Best of Roger Miller),01:48,Roger Miller,King of the Road: The Best of Roger Miller,1992,
235,009-Ljudet av ett annat hjarta,3m 54sec,Gyllne Tider,Instant Hits 1979-1989!,2090,unknown
236,Dime Como (Comenzare),03:44,Luis Fonsi,Comenzare,,
237,003-Santa Claus Is Coming to Town,2m 10sec,The Ventures,The Ventures Christmas Album (1995),,Eng.
238,Count Basie Big Band - John the III,237,,Live in Japan '78,,English
239,"End of June (Games, Cheats & Fakes)",00:00,Flash Forward,"Games, Cheats & Fakes",,
240,"Willie and Ray mambo - The Complete 78s, Volume 1: 1949-1955",3.154,Tito Puente,,'08,Spanish
241,Nowhere (It All Makes Sense Now),01:39,Króm,It All Makes Sense Now,2003,
242,Satan's Host - Into the Veil,271,,Metal From Hell,86,English
243,Kwek kwek kwek (Alfred Jodocus Kwak),04:36,Herman van Veen,Alfred Jodocus Kwak,1979,
244,045-Shop Radio 1,0m 46sec,Eirik Suhrke,Spelunky (2012),,Eng.
245,Ma che musica maestro,196533,Raffaella Carrà,I grandi successi originali,2000,Italian
246,"003-Sonata fur Viola da Gamba und Cembalo Nr. 4 C-dur, BWV 529: III. Allegro",3m 39sec,Johann Sebastian Bach,"Die Sonaten fur Viola da gamba und Cembalo (viola da gamba: Jordi Savall, harpsichord: Ton Koopman) (1998)",,Ger.
247,"Everytime (Nalin & Kane mix) (Dancenet, Volume 3)",08:33,Lustrla,"Dancenet, Volume 3",1997,
248,Diamonds in the Mine - Greatest Hits,4.0,Leonard Cohen,,'81,English
249,006-Ocomber,1m 31sec,Scythelence,Appaseasonato (2011),,Eng.
250,Bom aBbom - Gör sin grej på Emmaboda,,Rocky Dennis,,,[Multiple languages]
251,Complainte de Pablo Neruda,250000,Jean Ferrat,BBest Of 3C,2009,French
252,James Copperthwaite - Honour and Achievement (q),9,,"Conferences, Awards and Presentations",,English
253,018-El bondi,0m 40sec,2 Minutos,20 anos no es nada (2007),,Spa.
254,002-Vision,unknown,Dr. Jeffrey Thompson,Creative Mind System (2005),,Eng.
255,12,95000,Dead,In the Bondage of Vice,,English
256,Orquesta Broadway - Arrepientete,,,Pasaporte,,
257,Nuit à Kingston,195000,Nuttea,Paris Kingston Parsi,1993,[Multiple languagesB]
258,001-Zero Sex,unknown,Christian Death,Zero Sex (1989),,Eng.
259,Vromb - Éclairs,345,,Rayons,03,French
260,"Symphonie No. 6 en fa majeur, Op. 68 ""Pastorale"": V. Allegretto: Chant des bergers. Sentiments joyeux et reconnaissants après l'orage - Ses 100 chefs-d'œuvre",6.782,Ludwig van Beethoven,,'07,French
261,Ο πληθυντικός αριθμός - ΙΙΙ. Η μνήμη,18000,Τάνια Τσανακλίδου,Το μαγικό κουτί,1998,Greek
262,Brand New Day 2 - Feelgood,1.0,Martin Price & Andy Whitmore,,,English
263,Adolphson & Falk - Mer jul,237,,Absolute Christmas,08,[Multiple languages]
264,オンリー・マン - サクラ大戦 帝劇歌謡全集,5.715,タチバナ・マリア,,,Japanese
265,Saints & Sinners - Speed of Darkness,3.524,Flogging Molly,,'11,English
266,002-Assassin,3m 32sec,Simon Wilkinson,Royalty Free Music For Film & Documentary Vol. 6: Dark Matter (2011),,unknown
267,Unto The Least Of These (Simple Songs),04:38,Steve Bell,Simple Songs,,
268,Ecce homo - Templum sub terra,,Urna,,'98,Latin
269,MichaelHarrisonToneCloudII(FromRevelation),528,,The Harmonic Series: A Compilation of Musical Works in Just Intonation,09,English
270,"II Want to Break Free - The 12"" Collection",7.322,Queen,,'92,English
271,"Western Mood (30 second version) (Orchestral, Volume 1)",00:30,Pierre Langer & Scott P. Schreer,"Orchestral, Volume 1",,
272,Freeloader (Illusion Uranus Edition (disc 1)),03:57,Driftwood,Illusion Uranus Edition (disc 1),,
273,Never Trust the Man,371000,n.a.,Shrug,1994,English
274,Russlan and Ludmilla: Overture,304000,Михаил Иванович Глинка,The Sheffield / Coustic Set Up and Test Disc,1994,English
275,Leonardo - Vem Sonhar,197,,Te Amo Demais,,
276,Spook CD3 (Spook (disc 3)),00:54,Mary Roach,Spook (disc 3),2005,
277,Totimoshi - Ladrón,,,Ladrón,,English
278,006-Bryce,3m 48sec,The Neil CowleKy Trio,Touch and Flee (2014),,unknown
279,Think (Disco de apoyo a Thomas Miller-El),03:55,Hechos contra el decoro,Disco de apoyo a Thomas Miller-El,2002,
280,013-When Granddpa Comes,2m 33sec,Slender,The Singles Ward (2002),,Eng.
281,003-Ruralia Hungarica - Molto Vivace,2m 9sec,Erno Dohnanyi,Kreisler: 1928 Victor Recordings: Favourite Short Pieces (unknown),,Eng.
282,Cornflake Girl - Triple J: Hottoest Box,5.1,Tori Amos,,'03,English
283,I Was In (APrince Among Thieves),00:40,Prince Paul,A A Among Thieves,1999,
284,009-I Don't Have You (Trans mix),4m 7sec,Bassix,"The Best of Rave, Vol. II (1994)",,Eng.
285,T-Bone - Growin' Up,300,,The History of a Hoodlum,,English
286,"Concert for Harp & Flute, Andantino - Lily Laskine Joue",9.736,Wolfgang Amadeus Mozart,,,Italian
287,Matthäus Kapitel 3,166373,Szenische Lesung,Die Große Hörbibel,2007,German
288,Cuatro veces (Días de fuego),03:38,Odisseo,Días de fuego,2014,
289,Ravensbourn (Drifter),04:03,Gordon Giltrap,Drifter,2004,
290,013-The Circle Dance,0m 6sec,Joseph Alddenzee,North European Folk Music (unknown),,Eng.
291,Tango Man - Dark Mercy,2. 967,Red Earth & Rust,,'10,English
